Issued At,Paid,Location,Ward,Ticket Destination,Zone Name,OS Bal,Cont.
14/02/2022 10:35,£25.00,Marble Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 10:36,£25.00,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 10:37,£0.00,Brotherton Close,(None),Affixed to vehicle,Restricted Area,£70.00,12
14/02/2022 10:42,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 10:42,£0.00,Cateaton Street,Deansgate,Affixed to vehicle,GV Loading Bay,£70.00,23
14/02/2022 10:43,£25.00,Booth Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 10:44,£0.00,Pittbrook Street,Ardwick,Affixed to vehicle,No Waiting,£35.00,27
14/02/2022 10:44,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 10:44,£25.00,Portland Street (Piccadilly),Piccadilly,Affixed to vehicle,Restricted Area,£0.00,6
14/02/2022 10:45,£0.00,Hanover Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 10:45,£0.00,Cateaton Street,Deansgate,Affixed to vehicle,GV Loading Bay,£70.00,23
14/02/2022 10:45,£35.00,Higher Ardwick,Ardwick,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 10:48,£0.00,Pittbrook Street,Ardwick,Affixed to vehicle,No Waiting,£70.00,27
14/02/2022 10:49,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 10:50,£35.00,Higher Ardwick,Ardwick,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 10:51,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 10:51,£0.00,Great Bridgewater Street (City Centre : ZONEB),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 10:52,£35.00,Higher Ardwick,Ardwick,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 10:52,£35.00,Parsonage Road,Withington,Affixed to vehicle,No Waiting At Any Time,£0.00,1
14/02/2022 10:53,£25.00,Cheapside,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 10:54,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,81
14/02/2022 10:54,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 10:55,£25.00,Lloyd Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 10:57,£35.00,John Dalton Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
14/02/2022 10:58,£35.00,Rudcroft Close,Ardwick,Affixed to vehicle,No Waiting At Any Time,£0.00,1
14/02/2022 10:58,£25.00,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 10:59,£0.00,Lloyd Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 10:59,£35.00,Upper Medlock Street,Hulme,Affixed to vehicle,Residents Parking,£0.00,12
14/02/2022 10:59,£25.00,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 10:59,£35.00,Banff Road,Rusholme,Affixed to vehicle,No Loading at Any Time,£0.00,2
14/02/2022 11:07,£35.00,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 11:11,£25.00,Newton Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 11:12,£0.00,Fountain Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
14/02/2022 11:13,£0.00,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
14/02/2022 11:13,£35.00,Barrack Street,(None),Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 11:13,£0.00,Little Peter Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 11:15,£25.00,Mayes Street (City Centre : ZONEA),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 11:17,£35.00,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 11:17,£0.00,Barrack Street,(None),Affixed to vehicle,No Waiting,£70.00,1
14/02/2022 11:18,£25.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 11:21,£35.00,Barrack Street,(None),Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 11:22,£0.00,Chester Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 11:22,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 11:23,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 11:23,£0.00,York Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 11:24,£0.00,Swan Street,Piccadilly,Affixed to vehicle,No Waiting,£70.00,1
14/02/2022 11:27,£35.00,Acomb Street (ArdwicK),Ardwick,Affixed to vehicle,Restricted Area,£0.00,1
14/02/2022 11:27,£0.00,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 11:28,£35.00,Cavendish Street,Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
14/02/2022 11:28,£35.00,Swan Street,Piccadilly,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 11:29,£25.00,City Road East,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 11:30,£0.00,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
14/02/2022 11:33,£25.00,Chester Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 11:33,£0.00,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 11:35,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 11:36,£35.00,Chatham Street,Piccadilly,Affixed to vehicle,GV Loading Bay,£0.00,23
14/02/2022 11:37,£35.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,25
14/02/2022 11:37,£0.00,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
14/02/2022 11:37,£25.00,St Mary`s Parsonage,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 11:38,£35.00,Cotton Lane (Withington),Withington,Affixed to vehicle,Disabled Parking Place,£0.00,40
14/02/2022 11:38,£35.00,Stockport Road (Longsight),Longsight,Affixed to vehicle,GV Loading Bay,£0.00,26
14/02/2022 11:38,£0.00,Tib Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting At Any Time,£70.00,1
14/02/2022 11:38,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 11:38,£35.00,Warwick Road,Chorlton,Affixed to vehicle,No Waiting At Any Time,£0.00,1
14/02/2022 11:40,£0.00,Peter Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
14/02/2022 11:42,£35.00,Corkland Road,ChorltonPark,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 11:42,£25.00,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 11:43,£0.00,Charlotte Street (Piccadilly),Piccadilly,Affixed to vehicle,Restricted Area,£70.00,1
14/02/2022 11:43,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 11:43,£25.00,St John Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 11:44,£0.00,Dale Street (City Centre),Piccadilly,Affixed to vehicle,Restricted Area,£70.00,1
14/02/2022 11:48,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 11:49,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 11:52,£0.00,Stockport Road (Longsight),Longsight,Affixed to vehicle,GV Loading Bay,£70.00,26
14/02/2022 11:52,£35.00,Zetland Road,ChorltonPark,Affixed to vehicle,No Waiting At Any Time,£0.00,1
14/02/2022 11:52,£25.00,Tib Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 11:52,£0.00,Lena Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 11:53,£0.00,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 11:54,£35.00,Joddrell Street,MISC,Affixed to vehicle,Restricted Area,£0.00,1
14/02/2022 11:56,£25.00,Fountain Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 11:58,£0.00,Museum Street,City Centre,Affixed to vehicle,Pay and Display Parking,£50.00,5
14/02/2022 11:59,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 12:03,£0.00,Little Quay Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£35.00,1
14/02/2022 12:04,£35.00,Ackers Street,Ardwick,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 12:04,£25.00,St John Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 12:04,£0.00,Lena Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 12:06,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 12:09,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
14/02/2022 12:10,£25.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,24
14/02/2022 12:10,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 12:11,£0.00,Lena Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 12:13,£25.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,24
14/02/2022 12:15,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 12:16,£35.00,Upper Medlock Street,Hulme,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 12:23,£0.00,Dale Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 12:25,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 12:25,£25.00,George Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 12:26,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 12:27,£35.00,Rosamond Street West,Hulme,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 12:28,£35.00,Oxford Street (Piccadilly),Piccadilly,Affixed to vehicle,Restricted Area,£0.00,45
14/02/2022 12:30,£35.00,Ridgefield,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,21
14/02/2022 12:31,£25.00,Copperas Street,Piccadilly,Affixed to vehicle,Restricted Area,£0.00,6
14/02/2022 12:35,£0.00,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 12:35,£0.00,Ridgefield,Deansgate,Affixed to vehicle,Pay and Display Parking,£70.00,21
14/02/2022 12:35,£25.00,George Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 12:39,£25.00,Dickinson Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 12:39,£35.00,Gartside Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
14/02/2022 12:42,£35.00,Dale Street,Piccadilly,Affixed to vehicle,No Loading at Any Time,£0.00,2
14/02/2022 12:48,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 12:51,£35.00,Rusholme Place (Rusholme),Rusholme,Affixed to vehicle,No Loading at Any Time,£0.00,2
14/02/2022 12:52,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 12:54,£0.00,Young Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£70.00,1
14/02/2022 12:55,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 12:55,£25.00,Dryden Street,Ardwick,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 12:56,£0.00,Birchin Lane,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 12:57,£35.00,Chevril Close,Hulme,Affixed to vehicle,Residents Parking,£0.00,12
14/02/2022 12:58,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 12:59,£35.00,Higher Ardwick,Ardwick,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 13:05,£0.00,Museum Street,City Centre,Affixed to vehicle,GV Loading Bay,£70.00,23
14/02/2022 13:07,£25.00,Waterloo Street (City Centre),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 13:08,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 13:08,£0.00,Paton Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 13:12,£70.00,St Lawrence Street,(None),Affixed to vehicle,Restricted Area,£0.00,1
14/02/2022 13:14,£25.00,Bryant Close,Ardwick,Affixed to vehicle,Restricted Area,£0.00,30
14/02/2022 13:17,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 13:18,£0.00,Harter Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 13:20,£0.00,Bryant Close,Ardwick,Affixed to vehicle,Restricted Area,£0.00,30
14/02/2022 13:23,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 13:23,£35.00,Percy Street,MISC,Affixed to vehicle,Restricted Area,£0.00,1
14/02/2022 13:25,£25.00,HULME STREET CAR PARK,Deansgate,Affixed to vehicle,Car Park,£0.00,73
14/02/2022 13:27,£0.00,Jackson`s Row,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
14/02/2022 13:30,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 13:32,£35.00,Dantzic Street (City Centre),Piccadilly,Affixed to vehicle,GV Loading Bay,£0.00,23
14/02/2022 13:32,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 13:34,£0.00,Kennedy Street,Deansgate,Affixed to vehicle,GV Loading Bay,£70.00,23
14/02/2022 13:37,£25.00,Kincardine Road,Ardwick,Affixed to vehicle,Limited Waiting,£0.00,30
14/02/2022 13:39,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 13:39,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 13:41,£25.00,George Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 13:42,£25.00,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 13:42,£25.00,Kincardine Road,Ardwick,Affixed to vehicle,Limited Waiting,£0.00,30
14/02/2022 13:46,£25.00,Kincardine Road,Ardwick,Affixed to vehicle,Limited Waiting,£0.00,30
14/02/2022 13:49,£35.00,Tatton Street,(None),Affixed to vehicle,Restricted Area,£0.00,1
14/02/2022 13:51,£35.00,Newton Street (City Centre),Piccadilly,Affixed to vehicle,GV Loading Bay,£0.00,25
14/02/2022 13:55,£35.00,Tatton Street,(None),Affixed to vehicle,Restricted Area,£0.00,1
14/02/2022 13:56,£0.00,Stockland Close,Ardwick,Affixed to vehicle,Limited Waiting,£50.00,30
14/02/2022 13:57,£35.00,Portsmouth Street,Hulme,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 13:58,£35.00,Watson Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23
14/02/2022 13:59,£25.00,Stockland Close,Ardwick,Affixed to vehicle,Limited Waiting,£0.00,30
14/02/2022 13:59,£35.00,Faraday Street,Piccadilly,Affixed to vehicle,No Waiting At Any Time,£0.00,1
14/02/2022 14:01,£35.00,Nancy Street,(None),Affixed to vehicle,Restricted Area,£0.00,1
14/02/2022 14:02,£25.00,King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 14:03,£25.00,Ellesmere Street,HULME,Affixed to vehicle,Pay And Display,£0.00,24
14/02/2022 14:04,£25.00,Stockland Close,Ardwick,Affixed to vehicle,Limited Waiting,£0.00,30
14/02/2022 14:09,£25.00,Ellesmere Street,HULME,Affixed to vehicle,Pay And Display,£0.00,6
14/02/2022 14:09,£35.00,Barrack Street,(None),Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 14:10,£35.00,Pollard Street,Anc & Besw,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 14:10,£35.00,Higher Ardwick,Ardwick,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 14:12,£25.00,Ellesmere Street,HULME,Affixed to vehicle,Pay And Display,£0.00,6
14/02/2022 14:12,£0.00,CHINA TOWN CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 14:14,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 14:16,£0.00,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
14/02/2022 14:17,£25.00,Justin Close,Ardwick,Affixed to vehicle,Limited Waiting,£0.00,30
14/02/2022 14:21,£0.00,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 14:21,£0.00,Lower Ormond Street (Hulme),Hulme,Affixed to vehicle,No Waiting,£70.00,1
14/02/2022 14:21,£35.00,Bonsall Street,Hulme,Affixed to vehicle,No Waiting,£0.00,1
14/02/2022 14:22,£0.00,Ellesmere Street,HULME,Affixed to vehicle,Pay And Display,£0.00,6
14/02/2022 14:23,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 14:23,£0.00,Trafford Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£70.00,1
14/02/2022 14:24,£35.00,Brown Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23
14/02/2022 14:28,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 14:30,£25.00,Brown Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 14:31,£0.00,George Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 14:32,£35.00,Lower Chatham Street (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
14/02/2022 14:33,£35.00,Eva Street,Moss Side,Affixed to vehicle,No Waiting At Any Time,£0.00,1
14/02/2022 14:33,£0.00,Ellesmere Street,HULME,Affixed to vehicle,Pay And Display,£50.00,6
14/02/2022 14:36,£25.00,John Dalton Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 14:37,£25.00,Chepstow Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,73
14/02/2022 14:38,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 14:39,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 14:39,£0.00,Ellesmere Street,HULME,Affixed to vehicle,Permit Bay,£70.00,23
14/02/2022 14:41,£0.00,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
14/02/2022 14:44,£25.00,Fountain Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 14:47,£25.00,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 14:47,£0.00,Ridgefield,Deansgate,Affixed to vehicle,No Waiting At Any Time,£70.00,1
14/02/2022 14:48,£35.00,Sidney Street,Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,26
14/02/2022 14:52,£25.00,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 14:54,£0.00,Bridge Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£70.00,1
14/02/2022 15:03,£0.00,Hartfield Close,Ardwick,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 15:05,£50.00,Arundel Street,HULME,Affixed to vehicle,Restricted Area,£0.00,5
14/02/2022 15:10,£25.00,Arundel Street,HULME,Affixed to vehicle,Restricted Area,£0.00,6
14/02/2022 15:13,£35.00,Nell Lane (Didsbury West),DidsburyWest,Affixed to vehicle,Restricted Area,£0.00,1
14/02/2022 15:13,£0.00,Gartside Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£70.00,1
14/02/2022 15:13,£0.00,Brown Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
14/02/2022 15:16,£25.00,Arundel Street,HULME,Affixed to vehicle,Restricted Area,£0.00,6
14/02/2022 15:21,£35.00,Sandy Lane,ChorltonPark,Affixed to vehicle,No Waiting At Any Time,£0.00,27
14/02/2022 15:36,£25.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 15:39,£25.00,Nicolls Street,Ardwick,Affixed to vehicle,Restricted Area,£0.00,30
14/02/2022 15:40,£25.00,Booth Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 15:43,£25.00,Charlotte Street (Piccadilly),Piccadilly,Affixed to vehicle,Restricted Area,£0.00,5
14/02/2022 15:43,£25.00,Skerry Close,Ardwick,Affixed to vehicle,Limited Waiting,£0.00,30
14/02/2022 15:55,£25.00,Lloyd Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 15:55,£35.00,Brown Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23
14/02/2022 15:57,£25.00,St John Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 15:59,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
14/02/2022 15:59,£0.00,King Street West,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 16:00,£35.00,Charlotte Street (Piccadilly),Piccadilly,Affixed to vehicle,Restricted Area,£0.00,1
14/02/2022 16:04,£35.00,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Loading at Any Time,£0.00,2
14/02/2022 16:05,£25.00,Kincardine Road,Ardwick,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 16:06,£0.00,BLOOM STREET CAR PARK,Piccadilly,Affixed to vehicle,Car Park,£0.00,73
14/02/2022 16:08,£0.00,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Loading at Any Time,£70.00,2
14/02/2022 16:08,£0.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,No Waiting At Any Time,£70.00,1
14/02/2022 16:09,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 16:09,£25.00,BLOOM STREET CAR PARK,Piccadilly,Affixed to vehicle,Car Park,£0.00,73
14/02/2022 16:12,£25.00,St John Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 16:13,£25.00,South King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 16:17,£0.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 16:19,£25.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,81
14/02/2022 16:19,£0.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 16:19,£25.00,Dickinson Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
14/02/2022 16:20,£25.00,Hilton Street (City Centre : ZONEA),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 16:22,£25.00,Brown Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,24
14/02/2022 16:24,£25.00,St John Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 16:24,£0.00,Grandale Street,Moss Side,Affixed to vehicle,No Loading at Any Time,£70.00,2
14/02/2022 16:25,£0.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
14/02/2022 16:31,£0.00,CHINA TOWN CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
14/02/2022 16:34,£0.00,King Street West,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 16:34,£35.00,Hibbert Street,Moss Side,Affixed to vehicle,No Waiting At Any Time,£0.00,1
14/02/2022 16:35,£35.00,Stamford Road (Longsight),Longsight,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40
14/02/2022 16:36,£25.00,Mount Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 16:39,£0.00,CHINA TOWN CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 16:39,£35.00,Grandale Street,Moss Side,Affixed to vehicle,No Loading at Any Time,£0.00,26
14/02/2022 16:44,£0.00,Norfolk Street,Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£70.00,40
14/02/2022 16:45,£0.00,Gore Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 16:49,£25.00,Chepstow Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,73
14/02/2022 16:51,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 16:53,£0.00,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
14/02/2022 16:55,£25.00,CHINA TOWN CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 16:55,£0.00,Parsonage,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
14/02/2022 16:57,£0.00,Lower Ormond Street (City Centre),Deansgate,Affixed to vehicle,No Waiting At Any Time,£70.00,1
14/02/2022 16:57,£0.00,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
14/02/2022 16:58,£25.00,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 17:00,£0.00,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
14/02/2022 17:00,£35.00,Loxford Street,Hulme,Affixed to vehicle,Residents Parking,£0.00,12
14/02/2022 17:01,£0.00,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
14/02/2022 17:01,£0.00,St Mary`s Gate,Deansgate,Affixed to vehicle,Taxi Stand,£70.00,45
14/02/2022 17:03,£0.00,Tib Street (City Centre),Piccadilly,Affixed to vehicle,GV Loading Bay,£70.00,23
