Issued,Paid,Status,Location,Ward,Ticket Destination,Restriction,Outstanding,Contravention Code
29/04/2021 14:44,£0.00,Pre-NtO Discount,Thomas Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/04/2021 14:47,£0.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£25.00,83
29/04/2021 14:50,£0.00,Pre-NtO Discount,BRIDGEWATER HALL CAR PARK,Southern Lap,Affixed to vehicle,Car Park,£25.00,73
29/04/2021 14:50,£0.00,Pre-NtO Discount,Kennedy Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 14:54,£0.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 14:56,£0.00,Pre-NtO Discount,Tib Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 14:57,-£25.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/04/2021 14:57,£0.00,Pre-NtO Discount,BRIDGEWATER HALL CAR PARK,Southern Lap,Affixed to vehicle,Car Park,£25.00,73
29/04/2021 14:58,£0.00,Pre-NtO Discount,Hilton Street (City Centre : ZONEA),Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 15:00,£0.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 15:00,£0.00,Pre-NtO Discount,Oldham Road,Piccadilly,Affixed to vehicle,Restricted Area,£35.00,2
29/04/2021 15:01,£0.00,Pre-NtO Discount,Fountain Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,No Loading at Any Time,£35.00,2
29/04/2021 15:02,£0.00,Pre-NtO Discount,Turner Street (City Centre),City Centre,Affixed to vehicle,Pay and Display Parking,£35.00,21
29/04/2021 15:02,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/04/2021 15:02,£0.00,Pre-NtO Discount,Cheapside,Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£164.00,40
29/04/2021 15:02,£0.00,Pre-NtO Discount,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
29/04/2021 15:04,-£25.00,Pre-NtO Discount,Bridgewater Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
29/04/2021 15:11,£0.00,Pre-NtO Discount,Claremont Road (Moss Side),Moss Side,Affixed to vehicle,No Waiting At Any Time,£35.00,1
29/04/2021 15:12,-£25.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/04/2021 15:17,£0.00,Pre-NtO Discount,Lincoln Grove,Ardwick,Postal-vehicle drive away,No Waiting,£0.00,1
29/04/2021 15:19,£0.00,Pre-NtO Discount,Beckhampton Close,Ardwick,Affixed to vehicle,Restricted Area,£25.00,30
29/04/2021 15:19,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 15:20,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 15:21,£0.00,Pre-NtO Discount,Lincoln Grove,Ardwick,Postal-vehicle drive away,No Waiting,£0.00,1
29/04/2021 15:22,£0.00,Pre-NtO Discount,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
29/04/2021 15:25,£0.00,Pre-NtO Discount,Birchin Lane,Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 15:28,£0.00,Pre-NtO Discount,Brunswick Street (Ardwick),Ardwick,Postal-vehicle drive away,No Waiting,£0.00,1
29/04/2021 15:29,£0.00,Pre-NtO Discount,Hitchen Street,Ardwick,Affixed to vehicle,Restricted Area,£25.00,30
29/04/2021 15:29,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 15:31,£0.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£25.00,83
29/04/2021 15:34,£0.00,Pre-NtO Discount,Turner Street (City Centre),City Centre,Affixed to vehicle,Pay and Display Parking,£35.00,21
29/04/2021 15:36,£0.00,Pre-NtO Discount,Markfield Avenue,Ardwick,Affixed to vehicle,Parked In A Restricted Street,£25.00,30
29/04/2021 15:38,£0.00,Pre-NtO Discount,Kennedy Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£35.00,1
29/04/2021 15:43,£0.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,82
29/04/2021 15:47,£0.00,Pre-NtO Discount,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting,£35.00,1
29/04/2021 15:48,£0.00,Pre-NtO Discount,Tatton Grove,Withington,Affixed to vehicle,No Waiting At Any Time,£35.00,1
29/04/2021 15:48,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
29/04/2021 15:48,£0.00,Pre-NtO Discount,Marble Street,Deansgate,Affixed to vehicle,No Loading at Any Time,£35.00,2
29/04/2021 15:51,£0.00,Pre-NtO Discount,Hall Car Park,(None),Affixed to vehicle,Car Park,£35.00,87
29/04/2021 15:52,£0.00,Pre-NtO Discount,Phoenix Street,City Centre,Affixed to vehicle,GV Loading Bay,£35.00,25
29/04/2021 15:58,-£25.00,Pre-NtO Discount,York Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
29/04/2021 16:01,-£35.00,Pre-NtO Discount,Hallam Road,MP & NH,Affixed to vehicle,Schooll Entrance Markings,£0.00,48
29/04/2021 16:03,£0.00,Pre-NtO Discount,Wilmslow Road (DidsburyEast),DidsburyEast,Affixed to vehicle,Disabled Persons Parking Place,£35.00,40
29/04/2021 16:04,£0.00,Pre-NtO Discount,Parrs Wood Lane (A34 to Burnage Lane),DidsburyEast,Postal (from Cctv Review Client),Bus Lane,£0.00,34
29/04/2021 16:04,£0.00,Pre-NtO Discount,Wilbraham Road (Chorlton),Chorlton,Postal-vehicle drive away,No Loading,£0.00,2
29/04/2021 16:05,£0.00,Pre-NtO Discount,Barlow Moor Road (Nw Of Lancaster Road to Palatine Road),Besw&Clayton,Postal (from Cctv Review Client),Bus Lane,£0.00,34
29/04/2021 16:05,£0.00,Pre-NtO Discount,Pollard Street East,Anc & Besw,Affixed to vehicle,No Waiting,£35.00,1
29/04/2021 16:07,£0.00,Pre-NtO Discount,Pollard Street East,Anc & Besw,Affixed to vehicle,No Waiting,£35.00,1
29/04/2021 16:09,£0.00,Pre-NtO Discount,Brown Street,Deansgate,Affixed to vehicle,GV Loading Bay,£35.00,23
29/04/2021 16:09,£0.00,Pre-NtO Discount,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
29/04/2021 16:12,£0.00,Pre-NtO Discount,Harter Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 16:14,-£35.00,Pre-NtO Discount,Pollard Street East,Anc & Besw,Affixed to vehicle,No Waiting,£0.00,1
29/04/2021 16:16,£0.00,Pre-NtO Discount,Pollard Street East,Anc & Besw,Affixed to vehicle,No Waiting,£35.00,1
29/04/2021 16:17,£0.00,Pre-NtO Discount,King Street West,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/04/2021 16:19,-£35.00,Pre-NtO Discount,Wilbraham Road (Chorlton),Chorlton,Affixed to vehicle,Limited Waiting,£0.00,21
29/04/2021 16:19,-£25.00,Pre-NtO Discount,Garden Centre Car Park,(None),Handed To Driver,Car Park,£0.00,86
29/04/2021 16:22,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 16:24,-£35.00,Pre-NtO Discount,Wilbraham Road (Chorlton),Chorlton,Affixed to vehicle,Limited Waiting,£0.00,21
29/04/2021 16:25,£0.00,Pre-NtO Discount,Barlow Moor Road (DidsburyWest),DidsburyWest,Affixed to vehicle,No Loading,£35.00,2
29/04/2021 16:25,£0.00,Pre-NtO Discount,BRIDGEWATER PLACE,NorthQuarter,Affixed to vehicle,No Waiting At Any Time,£35.00,1
29/04/2021 16:26,£0.00,Pre-NtO Discount,ALBINE STREET,Moston,Affixed to vehicle,No Waiting At Any Time,£35.00,1
29/04/2021 16:27,£0.00,Pre-NtO Discount,King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,24
29/04/2021 16:29,£0.00,Pre-NtO Discount,Tib Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 16:30,£0.00,Pre-NtO Discount,Southgate (City Centre),Deansgate,Affixed to vehicle,GV Loading Bay,£35.00,23
29/04/2021 16:31,-£25.00,Pre-NtO Discount,King Street West,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
29/04/2021 16:33,-£25.00,Pre-NtO Discount,Lloyd Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
29/04/2021 16:35,£0.00,Pre-NtO Discount,King Street West,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/04/2021 16:36,£0.00,Pre-NtO Discount,Higher Ardwick,Ardwick,Affixed to vehicle,No Waiting,£35.00,1
29/04/2021 16:38,-£25.00,Pre-NtO Discount,Spear Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,5
29/04/2021 16:39,£0.00,Pre-NtO Discount,Luna Street,Anc & Besw,Affixed to vehicle,No Waiting At Any Time,£35.00,1
29/04/2021 16:39,-£35.00,Pre-NtO Discount,Perrygate Avenue,DidsburyWest,Affixed to vehicle,No Waiting At Any Time,£0.00,1
29/04/2021 16:39,-£35.00,Pre-NtO Discount,Southgate (City Centre),Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23
29/04/2021 16:42,£0.00,Pre-NtO Discount,Well Street,Piccadilly,Handed To Driver,GV Loading Bay,£35.00,23
29/04/2021 16:44,£0.00,Pre-NtO Discount,Chester Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/04/2021 16:49,£0.00,Pre-NtO Discount,Lower Ormond Street (City Centre),Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/04/2021 16:51,£0.00,Pre-NtO Discount,Faraday Street,Piccadilly,Affixed to vehicle,No Waiting At Any Time,£35.00,1
29/04/2021 16:52,-£25.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEB),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
29/04/2021 16:53,£0.00,Pre-NtO Discount,South King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 16:53,-£25.00,Pre-NtO Discount,SHEFFIELD STREET CAR PARK,Piccadilly,Affixed to vehicle,Car Park,£0.00,73
29/04/2021 16:54,£0.00,Pre-NtO Discount,Oak Road,DidsburyWest,Affixed to vehicle,No Loading at Any Time,£35.00,2
29/04/2021 16:55,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,82
29/04/2021 16:56,£0.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 16:58,£0.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£0.00,2
29/04/2021 16:58,£0.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£0.00,2
29/04/2021 16:59,-£35.00,Pre-NtO Discount,Humphrey Street,Crumpsall,Affixed to vehicle,No Waiting,£0.00,1
29/04/2021 17:03,£0.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEB),Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/04/2021 17:03,£0.00,Pre-NtO Discount,Humphrey Street,Crumpsall,Affixed to vehicle,No Waiting,£35.00,1
29/04/2021 17:03,£0.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£0.00,2
29/04/2021 17:05,£0.00,Pre-NtO Discount,Humphrey Street,Crumpsall,Affixed to vehicle,No Waiting,£35.00,1
29/04/2021 17:05,£0.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£0.00,2
29/04/2021 17:07,-£25.00,Pre-NtO Discount,Jersey Street,Anc & Besw,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/04/2021 17:08,£0.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£0.00,2
29/04/2021 17:10,£0.00,Pre-NtO Discount,River Street (City Centre : ZONEC),Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/04/2021 17:11,£0.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 17:11,-£35.00,Pre-NtO Discount,Woodlands Street (Cheetham),Cheetham,Affixed to vehicle,Restricted Area,£0.00,1
29/04/2021 17:12,£0.00,Pre-NtO Discount,Thomas Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 17:12,£0.00,Pre-NtO Discount,Bengal Street,Anc & Besw,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/04/2021 17:13,£0.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£0.00,2
29/04/2021 17:13,£0.00,Pre-NtO Discount,Woodlands Street (Cheetham),Cheetham,Affixed to vehicle,Restricted Area,£35.00,1
29/04/2021 17:15,£0.00,Pre-NtO Discount,Woodlands Street (Cheetham),Cheetham,Affixed to vehicle,Restricted Area,£35.00,1
29/04/2021 17:18,£0.00,Pre-NtO Discount,King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/04/2021 17:19,£0.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 17:19,£0.00,Pre-NtO Discount,Sherratt Street,Anc & Besw,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/04/2021 17:21,£0.00,Pre-NtO Discount,River Street (City Centre : CENTRAL),Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/04/2021 17:21,£0.00,Pre-NtO Discount,Phoenix Street,City Centre,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 17:22,£0.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 17:23,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 17:23,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 17:26,£0.00,Pre-NtO Discount,Lloyd Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 17:29,£0.00,Pre-NtO Discount,Cornell Street (City Centre),Piccadilly,Affixed to vehicle,Restricted Area,£35.00,1
29/04/2021 17:31,£0.00,Pre-NtO Discount,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting At Any Time,£35.00,1
29/04/2021 17:31,£0.00,Pre-NtO Discount,Cross Street,Deansgate,Affixed to vehicle,GV Loading Bay,£35.00,25
29/04/2021 17:40,-£25.00,Pre-NtO Discount,Bengal Street,Anc & Besw,Affixed to vehicle,Pay and Display Parking,£0.00,6
29/04/2021 17:41,£25.00,Cancelled,NORTHERN QUARTER CAR PARK,(None),Spoil,Car Park,£25.00,73
29/04/2021 17:42,£0.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
29/04/2021 17:42,£0.00,Pre-NtO Discount,Liverpool Road,Deansgate,Affixed to vehicle,No Waiting At Any Time,£35.00,1
29/04/2021 17:46,£0.00,Pre-NtO Discount,Silk Street (Anc&Bes),Anc & Besw,Affixed to vehicle,Restricted Area,£25.00,6
29/04/2021 17:47,£0.00,Pre-NtO Discount,Bridgewater Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
29/04/2021 17:47,£0.00,Pre-NtO Discount,Whitworth Street West (City Centre : ZONEB),Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
29/04/2021 17:49,£25.00,Cancelled,Radium Street,Anc & Besw,Spoil,Pay and Display Parking,£25.00,6
