Issued,Paid,Status,Location,Ward,Ticket Destination,Restriction,Outstanding,Contravention
01/05/2021 00:04,-£35.00,Pre-NtO Discount,DOVER STREET,Ardwick,Affixed to vehicle,Taxi Stand,£0.00,45
01/05/2021 00:22,£0.00,Pre-NtO Full Rate,Fernie Street,Cheetham,Affixed to vehicle,No Loading At Any Time,£70.00,2
01/05/2021 00:22,-£35.00,Pre-NtO Discount,Hardman Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/05/2021 00:37,£0.00,Pre-NtO Full Rate,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 00:43,£30.00,Cancelled,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 00:57,£30.00,Cancelled,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 01:23,£0.00,Pre-NtO Full Rate,Grosvenor Street (Ardwick),Ardwick,Affixed to vehicle,Restricted Area,£70.00,23
01/05/2021 01:31,-£35.00,Post NtO,Oxford Road (Ardwick),Ardwick,Postal-vehicle drive away,No Loading at Any Time,£0.00,2
01/05/2021 01:41,£0.00,Pre-NtO Full Rate,Oxford Road (Ardwick),Ardwick,Handed To Driver,No Loading at Any Time,£70.00,2
01/05/2021 01:45,-£70.00,Pre-NtO Full Rate,DOVER STREET,Ardwick,Affixed to vehicle,Taxi Stand,£0.00,45
01/05/2021 01:55,£30.00,Cancelled,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 02:04,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 02:28,-£35.00,Pre-NtO Discount,Blantyre Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,27
01/05/2021 02:40,-£35.00,Pre-NtO Discount,Hulme Hall Road,Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/05/2021 02:54,£0.00,Pre-NtO Full Rate,LONGWORTH STREET,Southern Lap,Affixed to vehicle,No Waiting At Any Time,£70.00,1
01/05/2021 03:21,£30.00,Cancelled,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 03:25,£0.00,Pre-NtO Full Rate,Spear Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting At Any Time,£70.00,1
01/05/2021 03:34,£0.00,Pre-NtO Full Rate,Dalberg Street,Ardwick,Affixed to vehicle,No Waiting At Any Time,£70.00,27
01/05/2021 04:18,-£35.00,Pre-NtO Discount,Water Street (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/05/2021 04:54,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 05:22,-£35.00,Pre-NtO Discount,Tatton Street,Hulme,Affixed to vehicle,Restricted Area,£0.00,27
01/05/2021 05:24,£0.00,Pre-NtO Full Rate,Princess Street (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£70.00,27
01/05/2021 06:23,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 06:42,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 06:43,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 07:06,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 07:06,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 07:21,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 07:32,£0.00,Pre-NtO Full Rate,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 07:43,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 07:44,-£35.00,Pre-NtO Discount,Royce Road,Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/05/2021 07:46,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 07:49,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 07:54,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 07:57,-£35.00,Pre-NtO Discount,Ellesmere Street,Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/05/2021 07:58,£35.00,Cancelled,Ellesmere Street,Hulme,Spoil,No Waiting At Any Time,£35.00,1
01/05/2021 08:00,-£35.00,Pre-NtO Discount,Pollard Street,Anc & Besw,Affixed to vehicle,No Loading,£0.00,2
01/05/2021 08:00,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 08:01,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 08:03,£30.00,Cancelled,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 08:03,-£35.00,Pre-NtO Discount,Jersey Street,Anc & Besw,Affixed to vehicle,No Waiting,£0.00,1
01/05/2021 08:04,£0.00,Pre-NtO Full Rate,Lees Street (Clayton&OP),Clayt & Open,Affixed to vehicle,Restricted Area,£415.00,1
01/05/2021 08:04,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 08:07,£0.00,Pre-NtO Full Rate,Forest Range,Burnage,Affixed to vehicle,No Waiting At Any Time,£70.00,1
01/05/2021 08:07,£0.00,Pre-NtO Full Rate,Chester Road (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£35.00,1
01/05/2021 08:07,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 08:08,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 08:09,-£35.00,Pre-NtO Discount,Silk Street (Anc&Bes),Anc & Besw,Affixed to vehicle,Restricted Area,£0.00,1
01/05/2021 08:09,£0.00,Pre-NtO Full Rate,SNELL STREET,(None),Affixed to vehicle,No Waiting,£70.00,1
01/05/2021 08:10,£0.00,Pre-NtO Full Rate,George Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 08:10,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 08:11,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 08:12,£0.00,Pre-NtO Full Rate,Southmill Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 08:13,-£25.00,Pre-NtO Discount,Harter Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 08:14,-£25.00,Pre-NtO Discount,Blantyre Street,Deansgate,Affixed to vehicle,Pay And Display,£0.00,6
01/05/2021 08:14,£0.00,Pre-NtO Full Rate,Southmill Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 08:15,£0.00,Pre-NtO Full Rate,Ducie Street (City Centre : ZONEC),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 08:15,£0.00,Pre-NtO Full Rate,Commercial Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 08:15,-£35.00,Pre-NtO Discount,Delamere Road,Levenshulme,Handed To Driver,GV Loading Bay,£0.00,23
01/05/2021 08:15,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 08:16,£0.00,Pre-NtO Full Rate,Harter Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 08:16,-£25.00,Pre-NtO Discount,Ducie Street (City Centre : ZONEC),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 08:17,-£25.00,Pre-NtO Discount,Old Mill Street,Anc & Besw,Affixed to vehicle,Restricted Area,£0.00,5
01/05/2021 08:17,-£25.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 08:18,-£25.00,Pre-NtO Discount,Museum Street,City Centre,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 08:18,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 08:19,-£35.00,Pre-NtO Discount,Sadler Court,Hulme,Affixed to vehicle,Restricted Area,£0.00,12
01/05/2021 08:20,£0.00,Pre-NtO Full Rate,Henry Street,Anc & Besw,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 08:23,-£25.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 08:23,£0.00,Pre-NtO Full Rate,Samuel Ogden Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 08:25,-£35.00,Pre-NtO Discount,Broom Lane,Levenshulme,Affixed to vehicle,Restricted Area,£0.00,1
01/05/2021 08:26,-£35.00,Pre-NtO Discount,Bonsall Street,Hulme,Affixed to vehicle,No Waiting,£0.00,1
01/05/2021 08:27,£0.00,Pre-NtO Full Rate,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 08:30,£0.00,Pre-NtO Full Rate,Great Bridgewater Street (City Centre : ZONEB),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 08:31,-£35.00,Pre-NtO Discount,Ludgate Hill,Piccadilly,Affixed to vehicle,Restricted Area,£0.00,1
01/05/2021 08:32,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 08:32,£0.00,Pre-NtO Full Rate,Newton Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 08:32,-£25.00,Pre-NtO Discount,Great John Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 08:33,-£25.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 08:34,£50.00,Cancelled,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 08:36,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
01/05/2021 08:37,£0.00,Pre-NtO Full Rate,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 08:38,£0.00,Pre-NtO Full Rate,Ruby Street,Hulme,Affixed to vehicle,Residents Parking,£70.00,12
01/05/2021 08:40,£0.00,Pre-NtO Full Rate,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,Taxi Stand,£70.00,45
01/05/2021 08:40,-£25.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 08:40,£30.00,Cancelled,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 08:41,-£35.00,Pre-NtO Discount,Rainforth Street,Longsight,Affixed to vehicle,No Waiting,£0.00,1
01/05/2021 08:42,-£50.00,Pre-NtO Full Rate,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 08:43,£0.00,Pre-NtO Full Rate,Bootle Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£70.00,21
01/05/2021 08:43,-£25.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 08:43,£0.00,Pre-NtO Full Rate,Red Bank,Cheetham,Affixed to vehicle,Restricted Area,£70.00,1
01/05/2021 08:43,-£25.00,Pre-NtO Discount,George Leigh Street,Anc & Besw,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 08:43,£0.00,Pre-NtO Full Rate,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 08:45,-£35.00,Pre-NtO Discount,Selborne Road,Chorlton,Affixed to vehicle,Restricted Area,£0.00,1
01/05/2021 08:45,£0.00,Pre-NtO Full Rate,HIGHER ORMOND STREET,Ardwick,Affixed to vehicle,Disabled Bay,£70.00,40
01/05/2021 08:45,£0.00,Pre-NtO Full Rate,Red Bank,Cheetham,Affixed to vehicle,Restricted Area,£70.00,1
01/05/2021 08:47,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 08:56,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 08:56,£50.00,Cancelled,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 08:57,-£25.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 08:58,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 08:59,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
01/05/2021 08:59,£0.00,Pre-NtO Full Rate,City Road East,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 09:00,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 09:00,£0.00,Pre-NtO Full Rate,St James Square,Piccadilly,Affixed to vehicle,Restricted Area,£50.00,6
01/05/2021 09:02,£0.00,Pre-NtO Full Rate,Bonsall Street,Hulme,Affixed to vehicle,No Waiting,£70.00,1
01/05/2021 09:03,-£35.00,Pre-NtO Discount,Cheetham Hill Road (Cheetham),Cheetham,Affixed to vehicle,GV Loading Bay,£0.00,23
01/05/2021 09:03,£0.00,Post NtO,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£70.00,2
01/05/2021 09:04,£0.00,Pre-NtO Full Rate,School Lane (South Carpark),DidsburyWest,Affixed to vehicle,Parking Place,£35.00,73
01/05/2021 09:04,£30.00,Cancelled,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 09:06,-£25.00,Pre-NtO Discount,South King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 09:06,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 09:07,-£35.00,Pre-NtO Discount,Fenwick Street,Hulme,Affixed to vehicle,Residents Parking,£0.00,12
01/05/2021 09:10,£0.00,Pre-NtO Full Rate,Thomas Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 09:10,£0.00,Pre-NtO Discount,Portland Street (Piccadilly),Piccadilly,Affixed to vehicle,Restricted Area,£25.00,6
01/05/2021 09:10,-£25.00,Pre-NtO Discount,Bridgewater Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 09:12,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 09:14,-£35.00,Pre-NtO Discount,Millbeck Street,Hulme,Affixed to vehicle,Residents Parking,£0.00,12
01/05/2021 09:14,-£25.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 09:17,-£25.00,Pre-NtO Discount,Dickinson Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/05/2021 09:18,-£35.00,Pre-NtO Discount,Altrincham Street,Piccadilly,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/05/2021 09:19,£25.00,Cancelled,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
01/05/2021 09:20,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 09:22,-£25.00,Pre-NtO Discount,Port Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 09:24,£0.00,Pre-NtO Full Rate,Dickinson Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 09:24,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 09:25,£50.00,Cancelled,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 09:25,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 09:27,-£35.00,Pre-NtO Discount,Central Road,Old Moat,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/05/2021 09:27,£25.00,Cancelled,Travis Street,Piccadilly,Spoil,Pay and Display Parking,£25.00,6
01/05/2021 09:29,£0.00,Pre-NtO Full Rate,Albert Hill Street,DidsburyEast,Affixed to vehicle,No Waiting,£70.00,1
01/05/2021 09:30,£50.00,Cancelled,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 09:32,£25.00,Cancelled,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
01/05/2021 09:34,-£25.00,Pre-NtO Discount,Cambridge Street (City Centre),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 09:35,-£25.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 09:35,£0.00,Post NtO,Oldham Street (City Centre),Piccadilly,Postal-vehicle drive away,No Waiting At Any Time,£35.00,1
01/05/2021 09:38,£50.00,Cancelled,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 09:40,£0.00,Pre-NtO Full Rate,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 09:40,-£35.00,Pre-NtO Discount,Cable Street,Piccadilly,Affixed to vehicle,Disabled Persons Parking Place,£0.00,26
01/05/2021 09:40,£25.00,Cancelled,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
01/05/2021 09:42,£0.00,Pre-NtO Full Rate,St James Square,Piccadilly,Affixed to vehicle,Restricted Area,£50.00,5
01/05/2021 09:42,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 09:42,£0.00,Pre-NtO Full Rate,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 09:43,£0.00,Pre-NtO Full Rate,Sherratt Street (Anc&Bes),Anc & Besw,Affixed to vehicle,Restricted Area,£50.00,5
01/05/2021 09:43,£0.00,Pre-NtO Full Rate,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 09:44,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 09:44,£0.00,Pre-NtO Full Rate,Piercy Street,Anc & Besw,Affixed to vehicle,No Waiting,£70.00,1
01/05/2021 09:45,£0.00,Pre-NtO Full Rate,Kings Avenue,Crumpsall,Affixed to vehicle,Restricted Area,£70.00,27
01/05/2021 09:46,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 09:46,£0.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
01/05/2021 09:47,£0.00,Pre-NtO Full Rate,Piercy Street,Anc & Besw,Affixed to vehicle,No Waiting,£70.00,1
01/05/2021 09:48,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 09:49,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 09:51,-£35.00,Pre-NtO Discount,HATTER STREET,Central,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/05/2021 09:52,-£25.00,Pre-NtO Discount,George Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/05/2021 09:52,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 09:53,-£25.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 09:53,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 09:53,£50.00,Cancelled,SHEFFIELD STREET CAR PARK,Piccadilly,Affixed to vehicle,Car Park,£50.00,73
01/05/2021 10:00,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 10:05,£0.00,Pre-NtO Full Rate,Mill Lane (Northernden),Northenden,Affixed to vehicle,No Waiting,£70.00,1
01/05/2021 10:07,£30.00,Cancelled,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 10:09,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 10:10,-£25.00,Pre-NtO Discount,Museum Street,City Centre,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/05/2021 10:13,-£35.00,Pre-NtO Discount,red bank,Cheetham,Affixed to vehicle,Restricted Area,£0.00,1
01/05/2021 10:14,-£25.00,Pre-NtO Discount,Mount Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/05/2021 10:14,-£25.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 10:18,-£35.00,Pre-NtO Discount,Bootle Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,21
01/05/2021 10:21,£25.00,Cancelled,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
01/05/2021 10:24,£50.00,Cancelled,Lake Car Park,(None),Affixed to vehicle,Car Park,£50.00,83
01/05/2021 10:26,£0.00,Pre-NtO Full Rate,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 10:26,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 10:27,-£35.00,Pre-NtO Discount,Booth Street West,Hulme,Affixed to vehicle,Doctors Bay,£0.00,16
01/05/2021 10:28,-£25.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 10:28,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 10:29,-£35.00,Pre-NtO Discount,Sherborne Street,Cheetham,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/05/2021 10:29,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 10:29,£25.00,Cancelled,Dantzic Street (City Centre),Piccadilly,Spoil,Pay and Display Parking,£25.00,6
01/05/2021 10:30,-£25.00,Pre-NtO Discount,Samuel Ogden Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/05/2021 10:30,-£50.00,Pre-NtO Discount,Birchin Lane,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/05/2021 10:30,-£35.00,Pre-NtO Discount,Mirabel Street,Deansgate,Affixed to vehicle,No Waiting,£0.00,1
01/05/2021 10:31,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 10:32,£0.00,Pre-NtO Full Rate,George Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 10:33,-£25.00,Pre-NtO Discount,Samuel Ogden Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/05/2021 10:34,-£35.00,Pre-NtO Discount,WHITFIELD STREET,Cheetham,Affixed to vehicle,No Waiting,£0.00,1
01/05/2021 10:34,-£70.00,Pre-NtO Full Rate,Boundary Lane,Hulme,Affixed to vehicle,No Waiting,£0.00,1
01/05/2021 10:34,£0.00,Pre-NtO Full Rate,Birchin Lane,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 10:36,-£35.00,Pre-NtO Discount,DENCOMBE STREET,Longsight,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/05/2021 10:40,£0.00,Pre-NtO Full Rate,Brown Street,Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£70.00,40
01/05/2021 10:41,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
01/05/2021 10:41,£50.00,Cancelled,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
01/05/2021 10:43,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£60.00,34
01/05/2021 10:44,£0.00,Pre-NtO Full Rate,Southgate (City Centre),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 10:44,£0.00,Pre-NtO Full Rate,Bloom Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/05/2021 10:44,-£25.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
01/05/2021 10:44,£35.00,Cancelled,LONGWORTH STREET,Southern Lap,Affixed to vehicle,No Waiting At Any Time,£35.00,1
01/05/2021 10:44,£0.00,Pre-NtO Full Rate,Whitworth Street (Piccadilly : ZONEB),Piccadilly,Affixed to vehicle,Restricted Area,£25.00,5
