Issued,Paid,Status,Location,Ward,Ticket Destination,Restriction,Outstanding,Contravention
09/05/2021 12:58,£0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:01,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:01,-£25.00,Pre-NtO Discount,Roby Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/05/2021 13:02,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 13:05,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:06,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:07,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:07,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 13:08,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 13:09,-£70.00,Pre-NtO Discount,Cross Street,Deansgate,Affixed to vehicle,GV Loading Bay,£0.00,23
09/05/2021 13:11,£0.00,Pre-NtO Full Rate,Cross Street,Deansgate,Affixed to vehicle,GV Loading Bay,£70.00,23
09/05/2021 13:16,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 13:18,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:20,-£50.00,Pre-NtO Full Rate,Spear Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/05/2021 13:21,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:23,£0.00,Pre-NtO Full Rate,St James Square,Piccadilly,Affixed to vehicle,Restricted Area,£50.00,5
09/05/2021 13:24,£0.00,Pre-NtO Full Rate,Vine Street (Clay&Op),Clayt & Open,Affixed to vehicle,Restricted Area,£70.00,1
09/05/2021 13:25,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 13:25,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:28,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:28,-£35.00,Pre-NtO Discount,Oldham Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting At Any Time,£0.00,1
09/05/2021 13:28,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:28,-£35.00,Pre-NtO Discount,Sherborne Street,Cheetham,Affixed to vehicle,No Waiting At Any Time,£0.00,1
09/05/2021 13:29,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 13:30,-£25.00,Pre-NtO Discount,Museum Street,City Centre,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/05/2021 13:30,£0.00,Pre-NtO Full Rate,Oldham Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting At Any Time,£70.00,1
09/05/2021 13:32,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:33,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 13:33,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:33,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/05/2021 13:34,£0.00,Pre-NtO Full Rate,Rochdale Road (Lathbury Road to Queens Road),MP&NH,Postal (from Cctv Review Client),Restricted Area,£0.00,34
09/05/2021 13:34,-£30.00,Post NtO,Rochdale Road (Lathbury Road to Queens Road),MP&NH,Postal (from Cctv Review Client),Restricted Area,£0.00,34
09/05/2021 13:34,£0.00,Pre-NtO Full Rate,Southgate (City Centre),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
09/05/2021 13:35,-£35.00,Pre-NtO Discount,Oldham Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting At Any Time,£0.00,1
09/05/2021 13:35,£0.00,Pre-NtO Full Rate,Sherborne Street,Cheetham,Affixed to vehicle,No Waiting At Any Time,£70.00,1
09/05/2021 13:36,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 13:37,£0.00,Pre-NtO Full Rate,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:38,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:39,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 13:39,-£35.00,Pre-NtO Discount,Oldham Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting At Any Time,£0.00,1
09/05/2021 13:39,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:40,£0.00,Pre-NtO Full Rate,Sherborne Street,Cheetham,Affixed to vehicle,No Waiting At Any Time,£70.00,1
09/05/2021 13:41,£0.00,Pre-NtO Full Rate,St James`s Square,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
09/05/2021 13:41,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:42,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 13:43,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 13:45,£0.00,Pre-NtO Full Rate,King Street,Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£355.00,40
09/05/2021 13:45,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/05/2021 13:47,-£25.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEB),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/05/2021 13:47,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 13:48,-£25.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/05/2021 13:49,£0.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 13:49,-£25.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/05/2021 13:50,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:50,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 13:53,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:53,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 13:54,£0.00,Pre-NtO Full Rate,Dewhurst Street,Cheetham,Affixed to vehicle,No Waiting At Any Time,£35.00,1
09/05/2021 13:54,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/05/2021 13:55,£0.00,Pre-NtO Full Rate,Tib Lane,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
09/05/2021 13:56,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:57,£0.00,Pre-NtO Full Rate,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
09/05/2021 13:57,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:58,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 13:58,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/05/2021 13:58,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 13:58,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 13:59,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:00,-£35.00,Pre-NtO Discount,Faraday Street,Piccadilly,Affixed to vehicle,No Waiting At Any Time,£0.00,1
09/05/2021 14:00,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:01,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:01,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:01,£50.00,Cancelled,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 14:02,£50.00,Cancelled,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 14:03,£35.00,Cancelled,Faraday Street,Piccadilly,Affixed to vehicle,No Waiting At Any Time,£35.00,1
09/05/2021 14:03,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/05/2021 14:04,-£30.00,Post NtO,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:04,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:05,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/05/2021 14:06,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:07,-£50.00,Pre-NtO Full Rate,Tib Lane,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/05/2021 14:08,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 14:08,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:12,£0.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:12,£0.00,Pre-NtO Full Rate,Brown Street,Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£70.00,40
09/05/2021 14:13,-£50.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/05/2021 14:14,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/05/2021 14:14,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:15,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:15,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:15,£0.00,Pre-NtO Full Rate,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,86
09/05/2021 14:16,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:16,-£25.00,Pre-NtO Discount,Chester Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/05/2021 14:18,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:18,£50.00,Cancelled,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 14:19,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 14:19,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:20,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:20,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:20,£0.00,Pre-NtO Full Rate,Fountain Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£70.00,40
09/05/2021 14:21,-£25.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/05/2021 14:23,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:24,£0.00,Pre-NtO Full Rate,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
09/05/2021 14:25,-£25.00,Pre-NtO Discount,South King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/05/2021 14:26,-£35.00,Pre-NtO Discount,Park Crescent,Rusholme,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40
09/05/2021 14:27,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,82
09/05/2021 14:27,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:27,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:27,£0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,Car Park,£70.00,87
09/05/2021 14:28,-£35.00,Pre-NtO Discount,Vine Street (Clay&Op),Clayt & Open,Affixed to vehicle,Restricted Area,£0.00,1
09/05/2021 14:30,£0.00,Pre-NtO Full Rate,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,86
09/05/2021 14:30,-£25.00,Pre-NtO Discount,St Mary`s Parsonage,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/05/2021 14:30,-£35.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,87
09/05/2021 14:31,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:31,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:31,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:31,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:32,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/05/2021 14:32,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 14:33,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:33,£0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,Car Park,£70.00,87
09/05/2021 14:34,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 14:34,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:36,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/05/2021 14:36,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:37,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:37,-£35.00,Pre-NtO Discount,St Mary`s Gate,Deansgate,Affixed to vehicle,No Loading at Any Time,£0.00,2
09/05/2021 14:38,-£25.00,Pre-NtO Discount,Cheapside,Deansgate,Handed To Driver,Pay and Display Parking,£0.00,5
09/05/2021 14:38,£0.00,Pre-NtO Full Rate,Highmead Street,Gort & Abb H,Affixed to vehicle,No Waiting At Any Time,£70.00,1
09/05/2021 14:38,£0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,Car Park,£50.00,86
09/05/2021 14:39,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/05/2021 14:39,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:40,-£35.00,Pre-NtO Discount,BRICK STREET,NorthQuarter,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40
09/05/2021 14:40,-£35.00,Post NtO,Wilmslow Road (Rusholme),Rusholme,Postal-vehicle drive away,Bus stop clearway,£0.00,47
09/05/2021 14:41,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:41,£0.00,Pre-NtO Full Rate,Sherborne Street,Cheetham,Affixed to vehicle,No Waiting At Any Time,£70.00,1
09/05/2021 14:41,£0.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:41,-£50.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
09/05/2021 14:41,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:41,£0.00,Pre-NtO Full Rate,York Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
09/05/2021 14:42,£0.00,Post NtO,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:43,£25.00,Cancelled,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
09/05/2021 14:44,£0.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:45,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:45,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 14:45,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:46,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 14:46,£0.00,Pre-NtO Full Rate,OVERBRIDGE ROAD,Cheetham,Affixed to vehicle,Restricted Area,£70.00,2
09/05/2021 14:46,-£30.00,Post NtO,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:47,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:48,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:48,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:49,£0.00,Pre-NtO Full Rate,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:49,£0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,Car Park,£50.00,83
09/05/2021 14:51,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 14:51,-£35.00,Pre-NtO Discount,Gratrix Street,Gort & Abb H,Affixed to vehicle,No Waiting At Any Time,£0.00,1
09/05/2021 14:51,£0.00,Pre-NtO Full Rate,Southmill Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
09/05/2021 14:52,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:52,-£25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£0.00,83
09/05/2021 14:53,£0.00,Pre-NtO Full Rate,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
09/05/2021 14:53,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
09/05/2021 14:54,£0.00,Pre-NtO Full Rate,Lloyd Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
09/05/2021 14:54,£0.00,Post NtO,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:54,-£25.00,Pre-NtO Discount,York Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/05/2021 14:55,£0.00,Pre-NtO Full Rate,Whitworth Street (Piccadilly : ZONEC),Piccadilly,Affixed to vehicle,Restricted Area,£50.00,6
09/05/2021 14:55,£0.00,Pre-NtO Full Rate,CHEETWOOD STREET,Cheetham,Affixed to vehicle,No Waiting At Any Time,£70.00,26
09/05/2021 14:55,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:57,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:57,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 14:58,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:58,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 14:58,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 15:00,£0.00,Post NtO,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 15:00,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 15:01,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 15:01,-£25.00,Pre-NtO Discount,Hanover Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
09/05/2021 15:02,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 15:02,£0.00,Pre-NtO Full Rate,Chancery Lane,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
09/05/2021 15:03,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 15:04,-£25.00,Pre-NtO Discount,Jackson`s Row,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/05/2021 15:05,£0.00,Pre-NtO Full Rate,HORNBY STREET,Cheetham,Affixed to vehicle,No Waiting At Any Time,£70.00,1
09/05/2021 15:05,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 15:06,£50.00,Cancelled,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 15:07,-£30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 15:07,£0.00,Pre-NtO Full Rate,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 15:08,-£35.00,Post NtO,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Waiting At Any Time,£0.00,1
09/05/2021 15:09,£0.00,Pre-NtO Full Rate,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£50.00,73
09/05/2021 15:09,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
09/05/2021 15:09,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£30.00,34
09/05/2021 15:09,-£35.00,Post NtO,Lake Car Park,(None),Postal-vehicle drive away,Car Park,£0.00,87
09/05/2021 15:10,-£25.00,Pre-NtO Discount,Hanover Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,5
09/05/2021 15:10,£0.00,Pre-NtO Full Rate,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
