Issued,Paid,Status,Location,Ward,Ticket Destination,Zone Name,Outstanding,Offence
01/12/2020  09:51,-œ60.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,œ0.00,34
01/12/2020  09:53,œ0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,œ60.00,34
01/12/2020  09:53,œ0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,œ60.00,34
01/12/2020  09:55,œ0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,œ60.00,34
01/12/2020  09:57,œ0.00,Pre-NtO Full Rate,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,œ50.00,6
01/12/2020  09:57,œ0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,œ60.00,34
01/12/2020  09:58,-œ30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,œ0.00,34
01/12/2020  10:01,œ0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,œ0.00,34
01/12/2020  10:02,-œ25.00,Pre-NtO Discount,Fountain Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,œ0.00,6
01/12/2020  10:02,-œ30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,œ0.00,34
01/12/2020  10:03,-œ35.00,Pre-NtO Discount,Wilbraham Road (Chorlton),Chorlton,Affixed to vehicle,Disabled Persons Parking Place,œ0.00,40
01/12/2020  10:03,-œ30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,œ0.00,34
01/12/2020  10:04,œ0.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,œ60.00,34
01/12/2020  10:05,œ0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,œ60.00,34
01/12/2020  10:09,-œ25.00,Pre-NtO Discount,Nicholas Street,Deansgate,Affixed to vehicle,Pay and Display Parking,œ0.00,6
01/12/2020  10:10,-œ30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,œ0.00,34
01/12/2020  10:11,-œ30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,œ0.00,34
01/12/2020  10:11,-œ30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,œ0.00,34
01/12/2020  10:12,œ0.00,Pre-NtO Full Rate,West Mosely Street,Deansgate,Affixed to vehicle,Restricted Area,œ50.00,6
01/12/2020  10:14,-œ35.00,Pre-NtO Discount,Kensington Road,Chorlton,Affixed to vehicle,No Waiting At Any Time,œ0.00,1
01/12/2020  10:15,œ0.00,Cancelled,Lake Car Park,(None),Affixed to vehicle,Car Park,œ0.00,83
01/12/2020  10:16,œ0.00,Cancelled,East Road (Lev),Levenshulme,Affixed to vehicle,No Waiting At Any Time,œ0.00,27
01/12/2020  10:18,-œ35.00,Pre-NtO Discount,Woodfold Avenue,Levenshulme,Affixed to vehicle,No Waiting At Any Time,œ0.00,1
01/12/2020  10:21,-œ30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,œ0.00,34
01/12/2020  10:21,œ0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,œ30.00,34
01/12/2020  10:22,-œ30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,œ0.00,34
01/12/2020  10:23,œ0.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,œ60.00,34
01/12/2020  10:23,-œ25.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,œ0.00,83
01/12/2020  10:24,-œ30.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,œ0.00,34
01/12/2020  10:24,-œ30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,œ0.00,34
01/12/2020  10:24,œ0.00,Pre-NtO Full Rate,Wilmslow Road (DidsburyEast),DidsburyEast,Affixed to vehicle,GV Loading Bay,œ70.00,23
01/12/2020  10:26,-œ35.00,Pre-NtO Discount,Hyde Grove,Ardwick,Affixed to vehicle,No Waiting At Any Time,œ0.00,27
01/12/2020  10:27,œ0.00,Cancelled,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,œ0.00,83
01/12/2020  10:27,-œ35.00,Pre-NtO Discount,NEW UNION STREET,Central,Affixed to vehicle,Restricted Area,œ0.00,1
01/12/2020  10:28,-œ35.00,Pre-NtO Discount,NEW UNION STREET,Central,Affixed to vehicle,Restricted Area,œ0.00,1
01/12/2020  10:28,-œ25.00,Pre-NtO Discount,Laystall Street (City Centre : ZONEC),Piccadilly,Affixed to vehicle,Pay and Display Parking,œ0.00,6
01/12/2020  10:29,-œ30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,œ0.00,34
01/12/2020  10:30,-œ25.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,œ0.00,6
01/12/2020  10:32,-œ25.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,œ0.00,83
01/12/2020  10:32,-œ25.00,Pre-NtO Discount,Hulme Street (City Centre : ZONEC),Deansgate,Affixed to vehicle,Pay and Display Parking,œ0.00,6
01/12/2020  10:32,-œ25.00,Pre-NtO Discount,Southmill Street,Deansgate,Affixed to vehicle,Pay and Display Parking,œ0.00,6
