Issued,Paid,Status,Location,Ward,Ticket Destination,Zone Name,Outstanding,Offence
21/07/2020 13:05,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
21/07/2020 13:05,£0.00,Pre-NtO Discount,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
21/07/2020 13:07,-£25.00,Pre-NtO Discount,Cheapside,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
21/07/2020 13:07,£0.00,Pre-NtO Discount,Oldham Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting At Any Time,£35.00,1
21/07/2020 13:09,-£35.00,Pre-NtO Discount,Great John Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,26
21/07/2020 13:11,£0.00,Pre-NtO Discount,IRWELL STREET,Cheetham,Affixed to vehicle,No Waiting At Any Time,£35.00,1
21/07/2020 13:11,-£35.00,Pre-NtO Discount,Park Crescent,Rusholme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
21/07/2020 13:12,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
21/07/2020 13:13,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
21/07/2020 13:15,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
21/07/2020 13:16,£0.00,Pre-NtO Discount,Harris Street,Cheetham,Affixed to vehicle,No Waiting At Any Time,£35.00,1
21/07/2020 13:19,£0.00,Post NtO,Lake Car Park,(None),Postal-vehicle drive away,Car Park,£35.00,87
21/07/2020 13:21,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
21/07/2020 13:21,£0.00,Pre-NtO Discount,Devonshire Street North,Ardwick,Handed To Driver,No Waiting At Any Time,£35.00,1
21/07/2020 13:22,£0.00,Pre-NtO Discount,Hulme High Street,Hulme,Affixed to vehicle,Restricted Area,£35.00,1
21/07/2020 13:22,£0.00,Pre-NtO Discount,Sherratt Street (Anc&Bes),Anc & Besw,Affixed to vehicle,Restricted Area,£25.00,6
21/07/2020 13:23,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
21/07/2020 13:23,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
21/07/2020 13:24,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
21/07/2020 13:27,-£35.00,Pre-NtO Discount,Chapel Walks,Deansgate,Affixed to vehicle,No Waiting,£0.00,1
21/07/2020 13:27,£0.00,Pre-NtO Discount,Portland Street (Piccadilly),Piccadilly,Affixed to vehicle,Restricted Area,£25.00,6
21/07/2020 13:27,£0.00,Pre-NtO Discount,Chapel Walks,Deansgate,Handed To Driver,No Waiting,£35.00,1
21/07/2020 13:28,£0.00,Pre-NtO Discount,Bury New Road,Cheetham,Affixed to vehicle,No Waiting At Any Time,£35.00,1
21/07/2020 13:29,£0.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£25.00,86
21/07/2020 13:29,£0.00,Pre-NtO Discount,South King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
21/07/2020 13:30,£0.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£30.00,34
21/07/2020 13:31,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
21/07/2020 13:31,£0.00,Post NtO,Oxford Road (Nelson Street To Hathersage Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
21/07/2020 13:31,£0.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£30.00,34
21/07/2020 13:32,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
21/07/2020 13:32,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
21/07/2020 13:32,£0.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£30.00,34
21/07/2020 13:33,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
21/07/2020 13:33,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34
21/07/2020 13:34,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34
21/07/2020 13:35,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
21/07/2020 13:35,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
21/07/2020 13:36,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
21/07/2020 13:37,£0.00,Post NtO,Cross Street,Deansgate,Postal-vehicle drive away,No Loading at Any Time,£35.00,2
21/07/2020 13:38,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
21/07/2020 13:38,£0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£30.00,34
21/07/2020 13:38,£0.00,Pre-NtO Discount,Cheetham Hill Road,Cheetham,Affixed to vehicle,Restricted Area,£35.00,1
