Issued,Paid,Status,Location,Ward,Ticket Destination,Zone Name,Outstanding,Offence
01/10/2020  09:34,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  09:36,-£35.00,Pre-NtO Discount,Dalston Drive,DidsburyEast,Affixed to vehicle,No Waiting,£0.00,1
01/10/2020  09:37,-£35.00,Pre-NtO Discount,Chester Road (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/10/2020  09:39,-£25.00,Pre-NtO Discount,Chapeltown Street,Piccadilly,Affixed to vehicle,Restricted Area,£0.00,6
01/10/2020  09:39,£0.00,Pre-NtO Full Rate,Chester Road (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£70.00,1
01/10/2020  09:40,£0.00,Pre-NtO Full Rate,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Loading,£70.00,2
01/10/2020  09:40,-£35.00,Pre-NtO Discount,Chester Road (Hulme),Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/10/2020  09:40,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  09:43,£0.00,Post CC,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Loading,£105.00,2
01/10/2020  09:44,-£35.00,Pre-NtO Discount,Ellesmere Street,Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/10/2020  09:49,£0.00,Pre-NtO Full Rate,Ellesmere Street,Hulme,Affixed to vehicle,No Waiting At Any Time,£70.00,1
01/10/2020  09:50,£0.00,Post NtO,Hallworth Road,Crumpsall,Affixed to vehicle,Restricted Area,£70.00,2
01/10/2020  09:52,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  09:53,£0.00,Post NtO,Ellesmere Street,Hulme,Affixed to vehicle,No Waiting At Any Time,£70.00,1
01/10/2020  09:54,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  09:55,-£70.00,Pre-NtO Full Rate,Newcastle Street (Hulme),Hulme,Affixed to vehicle,Residents Parking,£0.00,12
01/10/2020  09:55,-£35.00,Post NtO,Bury Old Road,Crumpsall,Postal-vehicle drive away,Restricted Area,£0.00,26
01/10/2020  09:55,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  09:56,£0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£30.00,34
01/10/2020  09:56,£0.00,Pre-NtO Full Rate,Crescent Road,Crumpsall,Affixed to vehicle,Restricted Area,£70.00,1
01/10/2020  09:58,£0.00,Post NtO,St Ann Street,Deansgate,Affixed to vehicle,GV Loading Bay,£70.00,25
01/10/2020  10:00,£0.00,Post CC,Copson Street,Old Moat,Postal-vehicle drive away,Disabled Persons Parking Place,£105.00,40
01/10/2020  10:00,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:02,£0.00,Post NtO,Brookfield Road,Crumpsall,Affixed to vehicle,No Waiting At Any Time,£70.00,1
01/10/2020  10:04,-£70.00,Post NtO,Ellesmere Street,Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/10/2020  10:05,-£25.00,Pre-NtO Discount,Sheffield Street Car Park,Piccadilly,Affixed to vehicle,Car Park,£0.00,83
01/10/2020  10:07,£0.00,Cancelled,St James Square,Piccadilly,Affixed to vehicle,Restricted Area,£0.00,6
01/10/2020  10:09,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:10,-£35.00,Pre-NtO Discount,Higher Ardwick,Ardwick,Affixed to vehicle,No Waiting,£0.00,1
01/10/2020  10:10,-£30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:11,-£35.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Handed To Driver,No Waiting,£0.00,1
01/10/2020  10:11,£0.00,Cancelled,Sheffield Street Car Park,Piccadilly,Affixed to vehicle,Car Park,£0.00,83
01/10/2020  10:11,-£35.00,Pre-NtO Discount,Higher Ardwick,Ardwick,Affixed to vehicle,No Waiting,£0.00,1
01/10/2020  10:11,-£25.00,Pre-NtO Discount,Cross Keys Street,Piccadilly,Affixed to vehicle,Limited Waiting,£0.00,30
01/10/2020  10:15,£0.00,Post NtO,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
01/10/2020  10:15,£0.00,Post NtO,Booth Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,5
01/10/2020  10:15,-£35.00,Post NtO,Stockport Road (Longsight),Longsight,Postal-vehicle drive away,No Waiting,£0.00,1
01/10/2020  10:15,£0.00,Cancelled,Wythenshawe Forum Car Park,Baguley,Affixed to vehicle,Car Park,£0.00,83
01/10/2020  10:15,£0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:15,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:15,-£25.00,Pre-NtO Discount,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/10/2020  10:17,-£35.00,Pre-NtO Discount,Cromwell Grove,Levenshulme,Affixed to vehicle,No Waiting,£0.00,1
01/10/2020  10:17,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:17,-£30.00,Post NtO,Rochdale Road (Lathbury Road to Queens Road),MP&NH,CCTV Issue,Restricted Area,£0.00,34
01/10/2020  10:17,£0.00,Pre-NtO Full Rate,Southgate (City Centre),Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/10/2020  10:18,-£35.00,Pre-NtO Discount,Delaunays Road (Crumpsall),Crumpsall,Affixed to vehicle,Restricted Area,£0.00,1
01/10/2020  10:19,£0.00,Pre-NtO Full Rate,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:20,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:20,-£70.00,Pre-NtO Full Rate,BACK GEORGE STREET,Eastern Lap,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/10/2020  10:21,-£50.00,Pre-NtO Discount,Cross Keys Street,Piccadilly,Affixed to vehicle,Limited Waiting,£0.00,30
01/10/2020  10:23,-£176.00,Pre-NtO Discount,Chapel Street (Levenshulme),Levenshulme,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/10/2020  10:24,-£35.00,Pre-NtO Discount,BACK GEORGE STREET,Eastern Lap,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/10/2020  10:24,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:25,-£25.00,Pre-NtO Discount,Booth Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/10/2020  10:25,-£50.00,Pre-NtO Full Rate,Great John Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/10/2020  10:27,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:27,-£35.00,Pre-NtO Discount,Loxford Street,Hulme,Affixed to vehicle,Residents Parking,£0.00,12
01/10/2020  10:27,£0.00,Post NtO,Oxney Road,Rusholme,Affixed to vehicle,No Waiting At Any Time,£70.00,1
01/10/2020  10:28,£0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:30,-£30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:30,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:30,£0.00,Post NtO,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£50.00,83
01/10/2020  10:30,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:30,-£25.00,Pre-NtO Discount,King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/10/2020  10:31,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:33,-£35.00,Pre-NtO Discount,Redcar Avenue,Old Moat,Affixed to vehicle,Parking Place,£0.00,12
01/10/2020  10:33,£0.00,Post NtO,Richmond Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/10/2020  10:33,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:35,£0.00,Post NtO,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£50.00,6
01/10/2020  10:36,-£35.00,Pre-NtO Discount,Stamford Road (Longsight),Longsight,Affixed to vehicle,Disabled Persons Parking Place,£0.00,40
01/10/2020  10:36,-£25.00,Pre-NtO Discount,Lloyd Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/10/2020  10:37,-£25.00,Post NtO,Rainforth Street,Longsight,Postal-vehicle drive away,Limited Waiting,£0.00,30
01/10/2020  10:39,-£25.00,Pre-NtO Discount,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,5
01/10/2020  10:39,-£25.00,Pre-NtO Discount,Buxton Street,Piccadilly,Affixed to vehicle,Limited Waiting,£0.00,30
01/10/2020  10:41,£0.00,Cancelled,Lloyd Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/10/2020  10:42,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:42,-£30.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:42,-£25.00,Pre-NtO Discount,Spring Gardens,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/10/2020  10:43,-£25.00,Pre-NtO Discount,Port Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/10/2020  10:44,-£25.00,Pre-NtO Discount,St Margaret`s Car Park,(None),Affixed to vehicle,Car Park,£0.00,86
01/10/2020  10:45,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:46,-£25.00,Pre-NtO Discount,Stamford Road (Longsight),Longsight,Affixed to vehicle,Limited Waiting,£0.00,30
01/10/2020  10:48,£0.00,Cancelled,Cheetham Hill Road,Cheetham,Postal-vehicle drive away,Restricted Area,£0.00,26
01/10/2020  10:48,-£50.00,Pre-NtO Full Rate,Chancery Place,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/10/2020  10:49,-£30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:50,-£35.00,Pre-NtO Full Rate,COLLEGE LAND,Central,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/10/2020  10:50,-£60.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:52,-£35.00,Pre-NtO Discount,Wood Street (City Centre),Deansgate,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/10/2020  10:54,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:55,-£35.00,Post NtO,Rainforth Street,Longsight,Postal-vehicle drive away,Taxi Stand,£0.00,45
01/10/2020  10:55,-£30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:55,-£60.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:55,-£30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:56,-£35.00,Pre-NtO Discount,Marriott Street,Withington,Affixed to vehicle,No Waiting At Any Time,£0.00,1
01/10/2020  10:58,-£35.00,Post NtO,Cheetham Hill Road,Cheetham,Postal-vehicle drive away,Restricted Area,£0.00,26
01/10/2020  10:58,-£25.00,Pre-NtO Discount,Booth Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£0.00,6
01/10/2020  10:58,-£30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,£0.00,34
01/10/2020  10:58,£0.00,Post CC,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,£90.00,34
01/10/2020  10:59,£0.00,Cancelled,Aytoun Street,Piccadilly,Affixed to vehicle,No Waiting At Any Time,£0.00,1
