Issued,Paid,Status,Location,Ward,Ticket Destination,Zone Name,Outstanding,Offence
02/01/2021 10:21,-œ25.00,Pre-NtO Discount,Marshall Street,Piccadilly,Affixed to vehicle,Limited Waiting,œ0.00,30
02/01/2021 10:22,œ0.00,Pre-NtO Full Rate,Hulme Street (City Centre : CENTRAL),Deansgate,Affixed to vehicle,Pay and Display Parking,œ50.00,6
02/01/2021 10:26,-œ35.00,Pre-NtO Discount,Scotland,Cheetham,Affixed to vehicle,Restricted Areas,œ0.00,1
02/01/2021 10:26,-œ30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 10:27,-œ35.00,Pre-NtO Discount,Scotland,Cheetham,Affixed to vehicle,Restricted Areas,œ0.00,1
02/01/2021 10:29,-œ25.00,Pre-NtO Discount,Baptist Street,Piccadilly,Affixed to vehicle,Restricted Area,œ0.00,30
02/01/2021 10:29,-œ25.00,Pre-NtO Discount,St James`s Square,Deansgate,Affixed to vehicle,Pay and Display Parking,œ0.00,6
02/01/2021 10:30,-œ25.00,Pre-NtO Discount,Whitworth Street West (City Centre : ZONEB),Deansgate,Affixed to vehicle,Pay and Display Parking,œ0.00,6
02/01/2021 10:31,-œ25.00,Pre-NtO Discount,Hulme Street (City Centre : CENTRAL),Deansgate,Affixed to vehicle,Pay and Display Parking,œ0.00,6
02/01/2021 10:34,œ0.00,Pre-NtO Full Rate,Chatham Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,œ50.00,5
02/01/2021 10:40,-œ35.00,Pre-NtO Discount,Albyns Avenue,Cheetham,Affixed to vehicle,No Waiting At Any Time,œ0.00,1
02/01/2021 10:42,-œ25.00,Pre-NtO Discount,Simeon Street,Central,Affixed to vehicle,Restricted Area,œ0.00,30
02/01/2021 10:45,-œ25.00,Pre-NtO Discount,Hilton Street (City Centre : ZONEA),Piccadilly,Affixed to vehicle,Pay and Display Parking,œ0.00,6
02/01/2021 10:45,-œ25.00,Pre-NtO Discount,Stamford Road (Longsight),Longsight,Affixed to vehicle,Limited Waiting,œ0.00,30
02/01/2021 10:47,-œ25.00,Pre-NtO Discount,Dyche Street,Piccadilly,Affixed to vehicle,Restricted Area,œ0.00,30
02/01/2021 10:49,-œ30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 10:50,-œ25.00,Pre-NtO Discount,Dyche Street,Piccadilly,Affixed to vehicle,Restricted Area,œ0.00,30
02/01/2021 10:51,-œ25.00,Pre-NtO Discount,Rainforth Street,Longsight,Affixed to vehicle,Limited Waiting,œ0.00,30
02/01/2021 10:52,-œ25.00,Pre-NtO Discount,Dyche Street,Piccadilly,Affixed to vehicle,Restricted Area,œ0.00,30
