Issued At,Paid,Location,Ward,Ticket Destination,Zone Name,OS Bal,Cont
04/04/2022 16:17,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
04/04/2022 16:46,£25.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
04/04/2022 16:47,£25.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
04/04/2022 16:59,£25.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
04/04/2022 17:37,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 07:35,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 07:44,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 07:51,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 08:27,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 08:51,£25.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 09:38,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 16:09,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 16:25,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 16:32,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 16:35,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 16:47,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 16:48,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 16:49,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 17:19,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 17:36,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 17:39,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 17:44,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 18:07,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
05/04/2022 18:19,£25.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
06/04/2022 09:13,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
06/04/2022 18:08,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
07/04/2022 07:07,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
07/04/2022 07:18,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
07/04/2022 07:47,£25.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
07/04/2022 08:02,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
07/04/2022 10:00,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
07/04/2022 16:11,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
07/04/2022 16:14,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
07/04/2022 16:20,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
07/04/2022 16:24,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
07/04/2022 16:58,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
07/04/2022 17:44,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
08/04/2022 16:08,£0.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
12/04/2022 07:54,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
12/04/2022 08:03,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
12/04/2022 08:29,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
12/04/2022 09:14,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
12/04/2022 09:34,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
12/04/2022 16:31,£25.00,Stockport Road (Devonshire Street to Linnet Close),Longsight,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
12/04/2022 18:34,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
13/04/2022 09:13,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
13/04/2022 16:26,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
13/04/2022 16:33,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
13/04/2022 17:22,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
13/04/2022 17:22,£0.00,Oldham Road (Grimshaw Lane to New Street),Newton Heath,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
14/04/2022 09:49,£0.00,Great Ducie Street (Sherborne Street to Francis Street),Cheetham,POST,CREATENEWPCNEXTENDED,Bus Lane,34J
01/04/2022 00:03,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 00:17,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 00:18,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 01:27,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 01:38,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 01:49,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 01:53,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 04:43,£0.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 05:49,£0.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 06:12,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 06:32,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 06:40,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:01,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:05,£30.00,Rochdale Road (Lathbury Road to Queens Road),MP&NH,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Restricted Area,34
01/04/2022 07:07,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:12,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:15,£30.00,Ashton Old Road (Turton Street to Fairfield Road),MP&NH,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:15,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:17,£60.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:21,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:23,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:23,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:25,£0.00,Ardwick Green South (Ardwick Green North to Higher Ardwick),Ardwick,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:27,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:27,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:29,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:29,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:44,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:46,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:48,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 07:51,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:00,£0.00,Cheetham Hill Road (Penrose Close to Queens Road),Cheetham,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:03,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:12,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:13,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:14,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:16,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:19,£0.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:23,£0.00,Bury New Road (Appian Way to Waterloo Road),Cheetham,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:26,£0.00,Cheetham Hill Road (Penrose Close to Queens Road),Cheetham,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:31,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:32,£0.00,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:40,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:42,£0.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:46,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:52,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:54,£30.00,Ashton Old Road (Turton Street to Fairfield Road),MP&NH,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:54,£0.00,Barlow Moor Road (Nw Of Lancaster Road to Palatine Road),Besw&Clayton,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 08:56,£30.00,Cheetham Hill Road (Penrose Close to Queens Road),Cheetham,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:01,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:01,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:01,£0.00,Ardwick Green South (Ardwick Green North to Higher Ardwick),Ardwick,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:08,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:11,£0.00,Ashton Old Road (Turton Street to Fairfield Road),MP&NH,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:17,£30.00,Bury New Road (Appian Way to Waterloo Road),Cheetham,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:18,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:18,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:21,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:23,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:24,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:24,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:25,£30.00,Ashton Old Road (Turton Street to Fairfield Road),MP&NH,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:28,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:28,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:29,£30.00,Ashton Old Road (Turton Street to Fairfield Road),MP&NH,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:31,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:32,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:34,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:35,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:35,£30.00,Barlow Moor Road (Nw Of Lancaster Road to Palatine Road),Besw&Clayton,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:38,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:42,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:46,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:48,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:52,£30.00,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:53,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:54,£0.00,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:56,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 09:57,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:00,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:00,£0.00,Rochdale Road (Gould Street to Bromley Street),MP&NH,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:01,£60.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:02,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:02,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:03,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:04,£30.00,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:06,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:08,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:16,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:17,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:19,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:21,£0.00,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:23,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:24,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:28,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:30,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:37,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:38,£0.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:42,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:43,£0.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:47,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:48,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:49,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:49,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:50,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:51,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:52,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:53,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:56,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:57,£0.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 10:58,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:04,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:05,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:05,£0.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:08,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:09,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:10,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:10,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:11,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:13,£30.00,Parrs Wood Lane (A34 to Burnage Lane),DidsburyEast,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:14,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:15,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:15,£0.00,Rochdale Road (Lathbury Road to Queens Road),MP&NH,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Restricted Area,34
01/04/2022 11:17,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:19,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:22,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
01/04/2022 11:25,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
