Issued At,Paid,Location,Ward,Ticket Destination,Zone Name,OS Bal,Cont
16/04/2022 20:39,£35.00,Hardman Street,Deansgate,Affixed to vehicle,MC1077,GV Loading Bay,23
16/04/2022 20:43,£35.00,Hardman Street,Deansgate,Affixed to vehicle,MC1077,GV Loading Bay,23
16/04/2022 20:44,£0.00,Rusholme Place (Rusholme),Rusholme,Affixed to vehicle,MC1474,No Waiting At Any Time,1
16/04/2022 20:44,£35.00,Lower Byrom Street,Deansgate,Affixed to vehicle,MC1543,No Waiting At Any Time,1
16/04/2022 20:47,£35.00,Charlotte Street (Piccadilly),Piccadilly,Affixed to vehicle,MC1460,Restricted Area,1
16/04/2022 20:49,£35.00,Grangeforth Road,Cheetham,Affixed to vehicle,MC1363,No Waiting At Any Time,1
16/04/2022 20:50,£0.00,St Marys Street (City Centre),Deansgate,Affixed to vehicle,MC1331,Disabled Persons Parking Place,40
16/04/2022 20:51,£0.00,Grangeforth Road,Cheetham,Affixed to vehicle,MC1362,No Waiting At Any Time,1
16/04/2022 20:51,£35.00,Grangeforth Road,Cheetham,Affixed to vehicle,MC1363,No Waiting At Any Time,1
16/04/2022 20:52,£0.00,Charlotte Street (Piccadilly),Piccadilly,Affixed to vehicle,MC1460,Restricted Area,1
16/04/2022 20:53,£0.00,Grangeforth Road,Cheetham,Affixed to vehicle,MC1362,No Waiting At Any Time,1
16/04/2022 20:56,£35.00,Charlotte Street (Piccadilly),Piccadilly,Affixed to vehicle,MC1460,Restricted Area,1
16/04/2022 21:01,£0.00,Market Street (Piccadilly),Piccadilly,Affixed to vehicle,MC1331,Restricted Area,40
16/04/2022 21:03,£35.00,Walmer Street (Moss Side),Moss Side,Affixed to vehicle,MC1474,Restricted Area,1
16/04/2022 21:03,£35.00,Seymour Road,Crumpsall,Affixed to vehicle,MC1362,No Waiting At Any Time,1
16/04/2022 21:03,£35.00,Ducie Street (City Centre : ZONEB),Piccadilly,Affixed to vehicle,MC1534,No Loading at Any Time,2
16/04/2022 21:04,£35.00,Queen Street,Deansgate,Affixed to vehicle,MC1543,Parking Places,23
16/04/2022 21:04,£35.00,St Ann Street,Deansgate,Affixed to vehicle,MC1267,GV Loading Bay,25
16/04/2022 21:07,£35.00,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,MC1302,Taxi Stand,45
16/04/2022 21:13,£0.00,Walmer Street (Moss Side),Moss Side,Affixed to vehicle,MC1322,Restricted Area,1
16/04/2022 21:17,£0.00,Port Street (City Centre),Piccadilly,Affixed to vehicle,MC1534,Disabled Persons Parking Place,40
16/04/2022 21:17,£0.00,King Street West,Deansgate,Affixed to vehicle,MC1267,No Waiting At Any Time,1
16/04/2022 21:18,£0.00,George Street,Deansgate,Affixed to vehicle,MC1380,GV Loading Bay,23
16/04/2022 21:20,£35.00,Thurloe Street,Rusholme,Affixed to vehicle,MC1474,No Loading at Any Time,2
16/04/2022 21:21,£0.00,Thurloe Street,Rusholme,Affixed to vehicle,MC1322,No Loading at Any Time,2
16/04/2022 21:24,£35.00,Thurloe Street,Rusholme,Affixed to vehicle,MC1322,No Waiting At Any Time,1
16/04/2022 21:27,£35.00,Thurloe Street,Rusholme,Affixed to vehicle,MC1474,No Waiting At Any Time,1
16/04/2022 21:27,£35.00,Hardman Street,Deansgate,Affixed to vehicle,MC1460,GV Loading Bay,23
16/04/2022 21:27,£70.00,Dolefield,Deansgate,Affixed to vehicle,MC1267,No Waiting At Any Time,1
16/04/2022 21:34,£0.00,Hardman Street,Deansgate,Affixed to vehicle,MC1460,No Waiting At Any Time,1
16/04/2022 21:36,£0.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,MC1267,No Waiting At Any Time,1
16/04/2022 21:38,£0.00,Dutton Street,Cheetham,Affixed to vehicle,MC1362,No Waiting At Any Time,1
16/04/2022 21:38,£35.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,MC1460,Disabled Persons Parking Place,40
16/04/2022 21:39,£35.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,MC1267,No Waiting At Any Time,1
16/04/2022 21:44,£0.00,Deansgate,Deansgate,Affixed to vehicle,MC1380,No Loading at Any Time,2
16/04/2022 21:44,£35.00,Bootle Street,Deansgate,Affixed to vehicle,MC1478,No Waiting At Any Time,1
16/04/2022 21:47,£0.00,St Ann Street,Deansgate,Affixed to vehicle,MC1533,GV Loading Bay,23
16/04/2022 21:48,£0.00,St Marys Street (City Centre),Deansgate,Affixed to vehicle,MC1542,Disabled Persons Parking Place,40
16/04/2022 21:52,£70.00,Princess Street (Piccadilly : ZONEC),Piccadilly,Affixed to vehicle,MC1284,Restricted Area,45
16/04/2022 21:55,£0.00,Liverpool Road,Deansgate,Affixed to vehicle,MC1380,Taxi Stand,45
16/04/2022 21:59,£0.00,St Marys Street (City Centre),Deansgate,Affixed to vehicle,MC1103,Disabled Persons Parking Place,40
16/04/2022 22:04,£35.00,Great Marlborough Street,Deansgate,Affixed to vehicle,MC1373,No Loading at Any Time,2
16/04/2022 22:11,£35.00,St Marys Street (City Centre),Deansgate,Affixed to vehicle,MC1135,No Loading at Any Time,2
16/04/2022 22:13,£0.00,Deansgate,Deansgate,Affixed to vehicle,MC1478,No Loading at Any Time,2
16/04/2022 22:26,£35.00,Watson Street,Deansgate,Affixed to vehicle,MC1478,GV Loading Bay,23
16/04/2022 22:34,£0.00,Mount Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,MC1460,Disabled Persons Parking Place,40
16/04/2022 22:37,£35.00,Peter Street,Deansgate,Affixed to vehicle,MC1478,Taxi Stand,45
16/04/2022 22:41,£35.00,Peter Street,Deansgate,Affixed to vehicle,MC1380,No Waiting At Any Time,1
16/04/2022 22:42,£35.00,Young Street,Deansgate,Affixed to vehicle,MC1542,No Waiting At Any Time,1
16/04/2022 23:03,£0.00,Turner Street (City Centre),City Centre,Affixed to vehicle,MC1284,Pay and Display Parking,21
16/04/2022 23:08,£35.00,Brazil Street,Piccadilly,Affixed to vehicle,MC1534,GV Loading Bay,25
16/04/2022 23:10,£0.00,Dantzic Street (City Centre),Piccadilly,Affixed to vehicle,MC1543,Disabled Persons Parking Place,40
16/04/2022 23:15,£0.00,Chorlton Street,Piccadilly,Affixed to vehicle,MC1530,Bus Parking Place,47
16/04/2022 23:16,£35.00,Well Street,Piccadilly,Affixed to vehicle,MC1543,Taxi Clearway,45
16/04/2022 23:19,£0.00,Dantzic Street (City Centre),Piccadilly,Affixed to vehicle,MC1302,GV Loading Bay,23
16/04/2022 23:24,£0.00,Dantzic Street (City Centre),Piccadilly,Affixed to vehicle,MC1302,GV Loading Bay,23
16/04/2022 23:32,£35.00,Southmill Street,Deansgate,Affixed to vehicle,MC1342,Taxi Stand,45
16/04/2022 23:36,£35.00,Windmill Street,Deansgate,Affixed to vehicle,MC1349,GV Loading Bay,23
16/04/2022 23:57,£0.00,Deansgate,Deansgate,Affixed to vehicle,MC1322,Disabled Persons Parking Place,40
17/04/2022 00:05,£0.00,Deansgate,Deansgate,Affixed to vehicle,MC1322,No Loading at Any Time,2
17/04/2022 00:15,£35.00,CAMP STREET,Southern Lap,Affixed to vehicle,MC1322,GV Loading Bay,23
17/04/2022 00:16,£0.00,St John Street,Deansgate,Affixed to vehicle,MC1363,No Waiting At Any Time,1
17/04/2022 00:21,£0.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,MC1474,No Waiting At Any Time,1
17/04/2022 00:34,£35.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,MC1322,No Waiting At Any Time,1
17/04/2022 00:48,£35.00,Museum Street,City Centre,Affixed to vehicle,MC1363,No Waiting At Any Time,1
17/04/2022 00:58,£0.00,Byrom Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,MC1322,No Waiting At Any Time,1
17/04/2022 01:00,£35.00,Deansgate,Deansgate,Affixed to vehicle,MC1362,No Loading at Any Time,2
17/04/2022 01:00,£35.00,Liverpool Road,Deansgate,Affixed to vehicle,MC1478,Taxi Stand,45
17/04/2022 01:01,£35.00,Hardman Street,Deansgate,Affixed to vehicle,MC1322,GV Loading Bay,23
17/04/2022 01:06,£0.00,Deansgate,Deansgate,Affixed to vehicle,MC1362,No Loading at Any Time,2
17/04/2022 01:09,£0.00,Deansgate,Deansgate,Affixed to vehicle,MC1474,No Loading at Any Time,2
17/04/2022 01:10,£0.00,Deansgate,Deansgate,Affixed to vehicle,MC1363,Taxi Stand,45
17/04/2022 01:10,£0.00,South King Street,Deansgate,Affixed to vehicle,MC1322,Disabled Person Parking Place,40
17/04/2022 01:11,£0.00,Deansgate,Deansgate,Affixed to vehicle,MC1460,Taxi Stand,45
17/04/2022 01:13,£0.00,Little Quay Street,Deansgate,Affixed to vehicle,MC1380,No Waiting At Any Time,1
17/04/2022 01:14,£35.00,Deansgate,Deansgate,Affixed to vehicle,MC1362,No Waiting At Any Time,1
17/04/2022 01:16,£0.00,Deansgate,Deansgate,Affixed to vehicle,MC1474,No Loading at Any Time,2
17/04/2022 01:18,£0.00,St James Square,Piccadilly,Affixed to vehicle,MC1284,Restricted Area,23
17/04/2022 01:22,£0.00,Deansgate,Deansgate,Affixed to vehicle,MC1460,No Loading at Any Time,2
17/04/2022 01:22,£35.00,Atkinson Street,Deansgate,Affixed to vehicle,MC1380,No Waiting At Any Time,1
17/04/2022 01:28,£35.00,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,MC1362,No Waiting At Any Time,1
17/04/2022 01:31,£35.00,Bootle Street,Deansgate,Affixed to vehicle,MC1322,No Waiting At Any Time,1
17/04/2022 01:33,£35.00,Southmill Street,Deansgate,Affixed to vehicle,MC1474,Taxi Stand,45
17/04/2022 01:39,£35.00,Lever Street (City Centre),Piccadilly,Affixed to vehicle,MC1267,No Waiting At Any Time,1
17/04/2022 01:39,£35.00,Lever Street (City Centre),Piccadilly,Affixed to vehicle,MC1077,No Waiting At Any Time,1
17/04/2022 01:42,£0.00,Lever Street (City Centre),Piccadilly,Affixed to vehicle,MC1077,No Waiting At Any Time,1
17/04/2022 01:48,£0.00,Lever Street (City Centre),Piccadilly,Affixed to vehicle,MC1267,No Waiting At Any Time,1
17/04/2022 01:48,£35.00,Lever Street (City Centre),Piccadilly,Affixed to vehicle,MC1077,No Waiting At Any Time,1
17/04/2022 01:49,£0.00,St John Street,Deansgate,Affixed to vehicle,MC1322,No Waiting At Any Time,1
17/04/2022 01:49,£35.00,St Marys Street,Hulme,Affixed to vehicle,MC1362,Restricted Area,40
17/04/2022 01:50,£35.00,St John Street,Deansgate,Affixed to vehicle,MC1284,No Waiting At Any Time,1
17/04/2022 01:50,£0.00,St Mary`s Gate,Deansgate,Affixed to vehicle,MC1363,Disabled Persons Parking Place,40
17/04/2022 01:51,£35.00,Lever Street (City Centre),Piccadilly,Affixed to vehicle,MC1267,No Waiting At Any Time,1
17/04/2022 01:52,£0.00,St John Street,Deansgate,Affixed to vehicle,MC1284,No Waiting At Any Time,1
17/04/2022 01:53,£35.00,St Marys Street,Hulme,Affixed to vehicle,MC1362,Restricted Area,40
17/04/2022 01:54,£35.00,Windmill Street,Deansgate,Affixed to vehicle,MC1380,No Waiting At Any Time,1
17/04/2022 01:57,£35.00,St Ann Street,Deansgate,Affixed to vehicle,MC1363,GV Loading Bay,23
17/04/2022 01:58,£35.00,St Ann Street,Deansgate,Affixed to vehicle,MC1362,GV Loading Bay,23
17/04/2022 01:59,£35.00,St Ann Street,Deansgate,Affixed to vehicle,MC1363,GV Loading Bay,23
17/04/2022 02:03,£35.00,ARTILLERY STREET,Southern Lap,Affixed to vehicle,MC1322,No Waiting At Any Time,1
17/04/2022 02:26,£35.00,Grosvenor Street,Ardwick,Affixed to vehicle,MC1474,No Waiting At Any Time,1
17/04/2022 02:26,£35.00,Grosvenor Street,Ardwick,Affixed to vehicle,MC1460,No Waiting At Any Time,1
17/04/2022 02:29,£35.00,Grosvenor Street,Ardwick,Affixed to vehicle,MC1460,No Waiting At Any Time,1
17/04/2022 02:30,£35.00,Deansgate,Deansgate,Affixed to vehicle,MC1380,No Loading at Any Time,2
17/04/2022 02:30,£35.00,Deansgate,Deansgate,Affixed to vehicle,MC1267,No Waiting At Any Time,1
17/04/2022 02:32,£35.00,Grosvenor Street,Ardwick,Affixed to vehicle,MC1474,No Waiting At Any Time,1
17/04/2022 02:35,£0.00,Grosvenor Street,Ardwick,Affixed to vehicle,MC1474,No Waiting At Any Time,1
17/04/2022 03:10,£35.00,Dantzic Street (City Centre),Piccadilly,Affixed to vehicle,MC1349,Taxi Clearway,45
17/04/2022 03:13,£0.00,Mount Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,MC1362,Disabled Persons Parking Place,40
17/04/2022 03:13,£0.00,Dantzic Street (City Centre),Piccadilly,Affixed to vehicle,MC1349,Taxi Clearway,45
17/04/2022 03:15,£35.00,St Ann Street,Deansgate,Affixed to vehicle,MC1077,Disabled Persons Parking Place,40
17/04/2022 03:22,£0.00,Dantzic Street (City Centre),Piccadilly,Affixed to vehicle,MC1478,Disabled Persons Parking Place,40
17/04/2022 03:28,£35.00,Ridgefield,Deansgate,Affixed to vehicle,MC1267,No Waiting At Any Time,1
17/04/2022 03:33,£0.00,Great Marlborough Street,Deansgate,Affixed to vehicle,MC1284,No Loading at Any Time,2
17/04/2022 03:36,£0.00,John Dalton Street,Deansgate,Affixed to vehicle,MC1077,No Waiting At Any Time,1
17/04/2022 03:36,£35.00,Great Marlborough Street,Deansgate,Affixed to vehicle,MC1322,GV Loading Bay,23
17/04/2022 03:36,£0.00,Old Mill Street,Anc & Besw,Affixed to vehicle,MC1349,Restricted Area,40
17/04/2022 03:38,£0.00,Birchin Lane,Piccadilly,Affixed to vehicle,MC1380,No Loading at Any Time,2
17/04/2022 05:48,£0.00,Well Street,Piccadilly,Affixed to vehicle,MC1284,Taxi Clearway,45
17/04/2022 05:49,£0.00,Dantzic Street (City Centre),Piccadilly,Affixed to vehicle,MC1322,No Waiting At Any Time,1
17/04/2022 06:01,£0.00,Dantzic Street (City Centre),Piccadilly,Affixed to vehicle,MC1322,GV Loading Bay,23
17/04/2022 08:06,£0.00,Mount Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,MC1353,Pay and Display Parking,6
17/04/2022 08:10,£25.00,Chorlton Street,Piccadilly,Affixed to vehicle,MC1145,Pay and Display Parking,6
17/04/2022 08:10,£0.00,Southmill Street,Deansgate,Affixed to vehicle,MC1469,Pay and Display Parking,6
17/04/2022 08:11,£25.00,Great Bridgewater Street,Deansgate,Affixed to vehicle,MC1506,Restricted Area,6
17/04/2022 08:12,£0.00,Birchin Lane,Piccadilly,Affixed to vehicle,MC1193,Pay and Display Parking,6
17/04/2022 08:15,£0.00,King Street,Deansgate,Affixed to vehicle,MC1540,Pay and Display Parking,6
17/04/2022 08:15,£25.00,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,MC1473,Pay and Display Parking,6
17/04/2022 08:17,£25.00,Richmond Street,Piccadilly,Affixed to vehicle,MC1145,Pay and Display Parking,6
17/04/2022 08:19,£35.00,Southmill Street,Deansgate,Affixed to vehicle,MC1469,Taxi Stand,45
17/04/2022 08:21,£35.00,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,MC1473,No Waiting,1
17/04/2022 08:21,£25.00,Gore Street,Piccadilly,Affixed to vehicle,MC303,Pay and Display Parking,6
17/04/2022 08:23,£0.00,St James`s Square,Deansgate,Affixed to vehicle,MC1353,Pay and Display Parking,6
17/04/2022 08:27,£25.00,Booth Street,Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,6
17/04/2022 08:28,£140.00,Deansgate,Deansgate,Affixed to vehicle,MC1469,No Loading at Any Time,2
17/04/2022 08:30,£0.00,Bloom Street,Piccadilly,Affixed to vehicle,MC1145,Pay and Display Parking,6
17/04/2022 08:30,£35.00,Ducie Street (City Centre : ZONEC),Piccadilly,Affixed to vehicle,MC303,No Waiting At Any Time,1
17/04/2022 08:33,£0.00,Cross Street,Deansgate,Affixed to vehicle,MC1540,GV Loading Bay,23
17/04/2022 08:33,£25.00,South King Street,Deansgate,Affixed to vehicle,MC1353,Pay and Display Parking,6
17/04/2022 08:34,£140.00,Ducie Street (City Centre : ZONEC),Piccadilly,Affixed to vehicle,MC303,No Waiting At Any Time,1
17/04/2022 08:34,£0.00,Whitworth Street West (City Centre : ZONEB),Deansgate,Affixed to vehicle,MC1506,Pay and Display Parking,6
17/04/2022 08:36,£35.00,Whitworth Street East,Clayt & Open,Affixed to vehicle,mc1496,No Waiting At Any Time,1
17/04/2022 08:38,£0.00,Whitworth Street West (City Centre : ZONEB),Deansgate,Affixed to vehicle,MC1506,Pay and Display Parking,6
17/04/2022 08:39,£0.00,Abingdon Street,Piccadilly,Affixed to vehicle,MC1145,Pay and Display Parking,6
17/04/2022 08:41,£0.00,George Street,Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,6
17/04/2022 08:46,£0.00,Lord Street,Cheetham,Affixed to vehicle,mc1511,No Waiting At Any Time,1
17/04/2022 08:46,£0.00,Whitworth Street East,Clayt & Open,Affixed to vehicle,mc1495,No Waiting At Any Time,1
17/04/2022 08:46,£0.00,Turner Street (City Centre),City Centre,Affixed to vehicle,MC1473,Pay and Display Parking,6
17/04/2022 08:47,£25.00,Whitworth Street West (City Centre : ZONEB),Deansgate,Affixed to vehicle,MC1506,Pay and Display Parking,6
17/04/2022 08:48,£0.00,Brewer Street (City Centre),Piccadilly,Affixed to vehicle,MC303,Pay and Display Parking,6
17/04/2022 08:48,£0.00,Sackville Street (City Centre : ZONEB),Piccadilly,Affixed to vehicle,MC1145,Pay and Display Parking,5
17/04/2022 08:48,£25.00,Charlotte Street (Deansgate),Deansgate,Affixed to vehicle,MC1193,Restricted Area,6
17/04/2022 08:49,£35.00,Lloyd Street South (Fallowfield),Fallowfield,Affixed to vehicle,MC1206,No Waiting At Any Time,1
17/04/2022 08:49,£25.00,Deansgate,Deansgate,Affixed to vehicle,MC1469,Pay and Display Parking,6
17/04/2022 08:49,£0.00,Scotland,Cheetham,Affixed to vehicle,MC1531,Restricted Areas,1
17/04/2022 08:51,£25.00,Deansgate,Deansgate,Affixed to vehicle,MC1469,Pay and Display Parking,6
17/04/2022 08:53,£35.00,Charlotte Street (Deansgate),Deansgate,Affixed to vehicle,MC1193,Restricted Area,1
17/04/2022 08:53,£0.00,Fernie Street,Cheetham,Affixed to vehicle,mc1511,No Loading At Any Time,2
17/04/2022 08:53,£0.00,South King Street,Deansgate,Affixed to vehicle,MC1353,Pay and Display Parking,6
17/04/2022 08:55,£35.00,Atwood Road,DidsburyEast,Affixed to vehicle,MC1208,Restricted Area,1
17/04/2022 08:57,£25.00,Granby Row,Piccadilly,Affixed to vehicle,MC1145,Pay and Display Parking,6
17/04/2022 08:58,£0.00,Thomas Street (City Centre),Piccadilly,Affixed to vehicle,MC1473,Pay and Display Parking,6
17/04/2022 08:59,£25.00,Cambridge Street (City Centre),Deansgate,Affixed to vehicle,MC1506,Pay and Display Parking,6
17/04/2022 09:01,£0.00,Wilmslow Road (DidsburyEast),DidsburyEast,Affixed to vehicle,MC1208,Disabled Persons Parking Place,40
17/04/2022 09:02,£0.00,Nicholas Street,Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,6
17/04/2022 09:02,£0.00,Hilton Street (City Centre : ZONEA),Piccadilly,Affixed to vehicle,MC303,Pay and Display Parking,6
17/04/2022 09:03,£0.00,Nicholas Street,Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,6
17/04/2022 09:03,£25.00,Samuel Ogden Street,Piccadilly,Affixed to vehicle,MC1145,Pay and Display Parking,6
17/04/2022 09:04,£25.00,Hilton Street (City Centre : ZONEA),Piccadilly,Affixed to vehicle,MC303,Pay and Display Parking,6
17/04/2022 09:11,£35.00,Brazil Street,Piccadilly,Affixed to vehicle,MC1145,GV Loading Bay,25
17/04/2022 09:12,£25.00,Faulkner Street,Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,6
17/04/2022 09:12,£0.00,Cambridge Street (City Centre),Deansgate,Affixed to vehicle,MC1506,Pay and Display Parking,6
17/04/2022 09:12,£25.00,St John Street,Deansgate,Affixed to vehicle,MC1469,Pay and Display Parking,5
17/04/2022 09:14,£0.00,Whitworth Street (Piccadilly : ZONEB),Piccadilly,Affixed to vehicle,MC1145,Restricted Area,6
17/04/2022 09:14,£0.00,King Street West,Deansgate,Affixed to vehicle,MC1353,Pay and Display Parking,6
17/04/2022 09:19,£25.00,Princess Street (Deansgate : ZONEA),Deansgate,Affixed to vehicle,MC1193,Restricted Area,6
17/04/2022 09:26,£35.00,Great Bridgewater Street (City Centre : ZONEB),Deansgate,Affixed to vehicle,MC1469,No Waiting,1
17/04/2022 09:27,£0.00,George Street,Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,5
17/04/2022 09:29,£35.00,Great Bridgewater Street (City Centre : ZONEB),Deansgate,Affixed to vehicle,MC1469,No Waiting,1
17/04/2022 09:31,£0.00,George Street,Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,6
17/04/2022 09:35,£0.00,Whitworth Street East,Clayt & Open,Affixed to vehicle,mc1495,No Waiting At Any Time,1
17/04/2022 09:38,£35.00,Whitworth Street East,Clayt & Open,Affixed to vehicle,mc1496,No Waiting At Any Time,1
17/04/2022 09:39,£25.00,Dickinson Street,Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,6
17/04/2022 09:44,£35.00,Castle Street,Deansgate,Affixed to vehicle,MC1469,No Waiting,1
17/04/2022 09:44,£25.00,St James`s Square,Deansgate,Affixed to vehicle,MC1353,Pay and Display Parking,6
17/04/2022 09:44,£25.00,Marble Street,Deansgate,Affixed to vehicle,MC1540,Pay and Display Parking,6
17/04/2022 09:47,£25.00,Portland Street (Deansgate),Deansgate,Affixed to vehicle,MC1193,Restricted Area,6
17/04/2022 09:47,£25.00,St James`s Square,Deansgate,Affixed to vehicle,MC1353,Pay and Display Parking,6
17/04/2022 09:53,£25.00,Waterloo Street (City Centre),Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,5
17/04/2022 09:55,£0.00,Back Piccadilly,Piccadilly,Affixed to vehicle,MC303,No Waiting,1
17/04/2022 09:55,£0.00,Hewitt Street,Deansgate,Affixed to vehicle,MC1469,No Waiting,1
17/04/2022 09:56,£25.00,Waterloo Street (City Centre),Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,6
17/04/2022 10:05,£25.00,Newton Street (City Centre),Piccadilly,Affixed to vehicle,MC1473,Pay and Display Parking,6
17/04/2022 10:07,£25.00,Deansgate Cul De Sac,Deansgate,Affixed to vehicle,MC1469,Pay and Display Parking,6
17/04/2022 10:10,£140.00,Barnhill Street,Moss Side,Affixed to vehicle,MC1206,No Waiting At Any Time,1
17/04/2022 10:14,£0.00,Whitworth Street West (City Centre : ZONEB),Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,5
17/04/2022 10:16,£0.00,Deansgate Cul De Sac,Deansgate,Affixed to vehicle,MC1469,Pay and Display Parking,6
17/04/2022 10:21,£25.00,Dantzic Street (City Centre),Piccadilly,Affixed to vehicle,MC1536,Pay and Display Parking,6
17/04/2022 10:28,£25.00,Dickinson Street,Deansgate,Affixed to vehicle,MC1507,Pay and Display Parking,5
17/04/2022 10:29,£0.00,Deansgate Cul De Sac,Deansgate,Affixed to vehicle,MC1469,Pay and Display Parking,6
17/04/2022 10:30,£0.00,Duke Street,Deansgate,Affixed to vehicle,MC1193,No Waiting,1
17/04/2022 10:32,£25.00,Hanover Street (City Centre),Piccadilly,Affixed to vehicle,MC1536,Pay and Display Parking,6
17/04/2022 10:37,£35.00,Sherborne Street,Cheetham,Affixed to vehicle,MC1531,No Waiting At Any Time,1
17/04/2022 10:40,£25.00,Rice Street,Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,6
17/04/2022 10:44,£25.00,Bridgewater Street,Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,6
17/04/2022 10:47,£35.00,Swan Street,Piccadilly,Affixed to vehicle,MC1536,No Waiting,1
17/04/2022 10:51,£0.00,Chepstow Street South,Deansgate,Affixed to vehicle,MC1506,Pay and Display Parking,6
17/04/2022 10:53,£35.00,Whitworth Street East,Clayt & Open,Affixed to vehicle,MC1512,No Waiting At Any Time,1
17/04/2022 10:55,£25.00,King Street,Deansgate,Affixed to vehicle,MC1540,Pay and Display Parking,6
17/04/2022 10:56,£0.00,City Road East,Deansgate,Affixed to vehicle,MC1489,Pay and Display Parking,6
17/04/2022 10:57,£35.00,Museum Street,City Centre,Affixed to vehicle,MC1051,Pay and Display Parking,21
17/04/2022 10:59,£25.00,Great John Street,Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,6
17/04/2022 10:59,£35.00,Whitworth Street East,Clayt & Open,Affixed to vehicle,MC1512,No Waiting At Any Time,1
17/04/2022 11:00,£0.00,Bury New Road,Cheetham,Handed To Driver,mc1511,No Waiting At Any Time,1
17/04/2022 11:01,£25.00,Great John Street,Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,6
17/04/2022 11:04,£0.00,Tib Street (City Centre),Piccadilly,Affixed to vehicle,MC1536,Pay and Display Parking,6
17/04/2022 11:05,£25.00,City Road East,Deansgate,Affixed to vehicle,MC1489,Pay and Display Parking,6
17/04/2022 11:08,£35.00,Whitworth Street East,Clayt & Open,Affixed to vehicle,MC1492,No Waiting At Any Time,1
17/04/2022 11:11,£25.00,Great Jackson Street,Deansgate,Affixed to vehicle,MC1469,Pay and Display Parking,6
17/04/2022 11:12,£25.00,St John Street,Deansgate,Affixed to vehicle,MC1193,Pay and Display Parking,6
17/04/2022 11:12,£25.00,Cheapside,Deansgate,Affixed to vehicle,MC1507,Pay and Display Parking,6
17/04/2022 11:13,£25.00,Peter Street,Deansgate,Affixed to vehicle,MC987,Pay and Display Parking,6
17/04/2022 11:18,£25.00,Great Jackson Street,Deansgate,Affixed to vehicle,MC1489,Pay and Display Parking,6
17/04/2022 11:19,£25.00,Hilton Street (City Centre : ZONEB),Piccadilly,Affixed to vehicle,MC1536,Pay and Display Parking,6
17/04/2022 11:21,£35.00,CHEETWOOD STREET,Cheetham,Affixed to vehicle,MC1531,No Waiting At Any Time,1
17/04/2022 11:22,£25.00,Tonman Street,City Centre,Affixed to vehicle,MC1051,Pay and Display Parking,6
17/04/2022 11:24,£0.00,South Street (Clay&Op),Clayt & Open,Affixed to vehicle,mc1496,Restricted Area,27
17/04/2022 11:28,£25.00,Great Jackson Street,Deansgate,Affixed to vehicle,MC1489,Pay and Display Parking,6
17/04/2022 11:31,£0.00,Great Jackson Street,Deansgate,Affixed to vehicle,MC1469,Pay and Display Parking,6
17/04/2022 11:35,£35.00,Vine Street (Clay&Op),Clayt & Open,Affixed to vehicle,MC1206,Restricted Area,1
17/04/2022 11:39,£35.00,Cornishway,Woodh Park,Affixed to vehicle,MC1089,No Waiting At Any Time,1
17/04/2022 11:41,£0.00,Great John Street,Deansgate,Affixed to vehicle,MC1051,Pay and Display Parking,24
17/04/2022 11:42,£35.00,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,MC1536,No Waiting At Any Time,1
17/04/2022 11:48,£0.00,Whitworth Street East,Clayt & Open,Affixed to vehicle,MC1206,No Waiting At Any Time,1
17/04/2022 11:53,£25.00,Lloyd Street,Deansgate,Affixed to vehicle,MC987,Pay and Display Parking,6
17/04/2022 11:53,£25.00,Houldsworth Street (City Centre),Piccadilly,Affixed to vehicle,MC1536,Pay and Display Parking,6
17/04/2022 11:56,£0.00,SHADOWMOSS ROAD,Woodh Park,Affixed to vehicle,MC1089,Restricted Area,12
